Participant,Pretest_fake_covid_3,Pretest_fake_general_8,Pretest_fake_general_15,Pretest_fake_general_10,Pretest_real_general_4,Pretest_real_general_3,Pretest_real_general_21,Pretest_real_covid_4,Pretest_fake_general_3,Pretest_real_general_30,Pretest_real_general_22,Pretest_fake_general_16,Pretest_fake_general_1,Pretest_real_general_7,Pretest_fake_general_28,Pretest_fake_covid_9,Pretest_fake_general_7,Pretest_real_covid_6,Pretest_fake_covid_7,Pretest_fake_general_2,Pretest_fake_covid_1,Pretest_fake_general_14,Pretest_fake_covid_2,Pretest_fake_general_21,Pretest_real_general_1,Pretest_real_covid_5,Pretest_fake_general_19,Pretest_real_general_8,Pretest_real_general_11,Pretest_fake_general_17,Pretest_fake_general_13,Pretest_real_general_9,Pretest_real_general_6,Pretest_real_general_28,Pretest_real_covid_9,Pretest_real_covid_1,Pretest_real_general_12,Pretest_real_general_29,Pretest_fake_general_29,Pretest_real_general_25,Posttest_real_general_5,Posttest_real_general_10,Posttest_fake_general_20,Posttest_real_general_14,Posttest_fake_general_5,Posttest_real_covid_10,Posttest_fake_general_12,Posttest_real_covid_8,Posttest_real_general_19,Posttest_real_general_26,Posttest_real_general_2,Posttest_fake_covid_5,Posttest_fake_general_30,Posttest_real_general_24,Posttest_real_general_23,Posttest_real_general_16,Posttest_fake_general_9,Posttest_real_general_13,Posttest_fake_general_25,Posttest_fake_general_24,Posttest_fake_covid_10,Posttest_fake_general_26,Posttest_fake_general_18,Posttest_real_covid_3,Posttest_fake_general_6,Posttest_real_general_17,Posttest_real_general_27,Posttest_fake_covid_8,Posttest_fake_general_27,Posttest_fake_general_11,Posttest_fake_covid_6,Posttest_fake_general_4,Posttest_real_general_20,Posttest_real_covid_7,Posttest_fake_general_23,Posttest_real_general_31,Posttest_real_general_15,Posttest_real_general_18,Posttest_fake_general_22,Posttest_real_covid_2,Posttest_fake_covid_4,Pretest_real_general_13,Pretest_fake_covid_4,Pretest_fake_general_4,Pretest_real_general_17,Pretest_fake_general_25,Pretest_fake_general_18,Pretest_real_general_24,Pretest_fake_general_24,Pretest_real_covid_3,Pretest_fake_general_26,Pretest_fake_general_23,Pretest_real_general_27,Pretest_real_general_14,Pretest_real_general_16,Pretest_fake_general_5,Pretest_real_general_5,Pretest_real_general_20,Pretest_real_general_15,Pretest_real_covid_2,Pretest_fake_covid_5,Posttest_real_general_4,Posttest_fake_general_8,Posttest_fake_general_1,Posttest_fake_general_13,Posttest_fake_general_19,Posttest_real_covid_9,Posttest_real_general_29,Posttest_fake_general_15,Posttest_real_general_6,Posttest_real_general_11,Posttest_real_general_12,Posttest_real_general_1,Posttest_fake_covid_7,Posttest_real_general_22,Posttest_fake_general_7,Posttest_real_general_21,Posttest_real_covid_5,Posttest_fake_general_10,Posttest_fake_covid_2,Posttest_real_general_3,Pretest_real_covid_8,Pretest_fake_general_12,Pretest_fake_general_22,Pretest_fake_general_20,Pretest_fake_covid_8,Pretest_real_general_31,Pretest_real_covid_7,Pretest_real_general_19,Pretest_real_general_2,Pretest_real_general_26,Pretest_fake_general_9,Posttest_fake_general_2,Posttest_real_general_8,Posttest_fake_general_3,Posttest_fake_covid_3,Posttest_real_covid_6,Posttest_real_covid_1,Posttest_fake_general_21,Posttest_fake_general_14,Posttest_fake_general_17,Posttest_real_general_7,Pretest_real_general_18,Pretest_fake_general_30,Pretest_fake_general_11,Pretest_real_general_10,Pretest_real_covid_10,Pretest_fake_covid_10,Pretest_fake_general_6,Posttest_fake_general_29,Posttest_fake_general_28,Posttest_real_general_30,Posttest_real_covid_4,Posttest_fake_general_16,Posttest_real_general_9,Posttest_real_general_28,Pretest_fake_general_27,Posttest_fake_covid_9,Pretest_real_general_23,Pretest_fake_covid_6,Posttest_fake_covid_1,Posttest_real_general_25
plumrr7qdp,49,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,47,0,NA,59,NA,NA,69,NA,35,NA,NA,NA,NA,NA,NA,NA,0,NA,55,NA,38,69,68,100,NA,0,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,100,56,0,NA,0,0,100,0,71,NA,0,NA,100,NA,0,40,NA,60,56,57,NA,33,38,57,NA,NA,0,70,0,63,NA,100,NA,61,NA,0,NA,0,46,NA,100,0,NA,0,NA,0,14,39,0,100,100,60,73,76,70,0,79,0,NA,NA,NA,51,NA,NA,47,NA,NA,40,NA,NA,42,0,0,NA,0,NA,NA,NA,0,55,37,26,50,NA,72,100,NA,NA,NA,NA,73,NA,59,22,NA
1b3zptfq3a,NA,42,NA,100,23,85,NA,81,NA,92,76,NA,0,NA,17,NA,5,NA,85,73,93,NA,NA,NA,NA,90,NA,0,1,NA,71,92,93,NA,100,NA,0,100,27,71,25,NA,23,0,NA,89,NA,NA,95,96,NA,NA,NA,100,NA,63,NA,7,36,NA,NA,20,14,NA,0,NA,92,92,0,0,NA,NA,79,92,NA,63,100,95,7,100,0,NA,NA,17,78,NA,NA,NA,16,100,NA,4,NA,NA,NA,15,NA,NA,NA,NA,83,NA,NA,NA,NA,11,NA,NA,0,NA,NA,NA,90,NA,NA,NA,100,NA,NA,41,NA,100,69,NA,NA,NA,NA,NA,NA,92,NA,0,NA,NA,0,89,96,83,1,0,0,36,NA,26,NA,0,NA,94,NA,NA,NA,NA,NA,0,NA,100,NA,92,87,92,NA,NA
3ctowa193q,78,84,NA,NA,NA,50,75,NA,36,81,NA,NA,31,NA,NA,81,38,72,NA,32,76,NA,NA,81,85,81,NA,38,NA,29,84,NA,NA,81,NA,NA,NA,92,NA,84,NA,97,NA,1,28,NA,73,NA,NA,NA,63,NA,78,76,79,86,29,NA,NA,NA,NA,78,NA,70,37,NA,90,73,NA,30,80,NA,NA,NA,NA,NA,87,72,72,88,30,17,NA,78,74,40,86,NA,20,NA,NA,26,NA,NA,NA,NA,82,78,NA,NA,76,65,NA,NA,NA,71,80,NA,63,82,22,24,NA,72,74,NA,NA,NA,79,61,NA,83,NA,NA,74,NA,81,35,72,NA,65,NA,NA,NA,NA,NA,NA,77,NA,38,NA,65,NA,NA,NA,NA,98,85,NA,68,63,NA,72,34,76,NA,40,NA,NA,NA,NA,NA
2kq23886kp,NA,NA,79,NA,NA,70,65,62,NA,26,NA,85,15,NA,66,50,62,NA,NA,NA,62,6,NA,NA,NA,71,NA,57,NA,NA,59,NA,59,NA,72,NA,NA,59,21,NA,NA,NA,NA,NA,NA,68,NA,33,56,NA,23,13,18,NA,71,NA,29,8,NA,NA,NA,39,39,NA,71,NA,16,42,69,NA,NA,19,57,60,73,59,NA,NA,NA,NA,NA,NA,4,NA,38,5,NA,57,9,60,NA,NA,NA,7,63,7,52,NA,56,8,NA,63,24,NA,NA,68,NA,NA,NA,NA,71,41,55,38,61,NA,NA,NA,66,56,NA,NA,11,66,50,NA,NA,NA,NA,NA,20,NA,24,NA,63,23,29,16,60,NA,62,58,50,NA,33,6,NA,76,NA,NA,NA,NA,NA,NA,57,79,NA,NA,NA,62,NA,76
4rg4s7pygq,NA,NA,56,0,76,NA,NA,0,77,NA,NA,NA,0,NA,100,NA,NA,50,NA,NA,NA,NA,100,53,NA,NA,NA,100,0,NA,100,83,50,NA,75,NA,0,80,NA,NA,NA,7,100,18,66,NA,NA,99,0,NA,1,NA,NA,0,NA,NA,NA,53,100,NA,NA,NA,4,NA,99,NA,NA,4,17,NA,NA,NA,3,96,7,NA,NA,89,NA,1,NA,NA,95,0,98,NA,NA,NA,96,0,54,NA,0,NA,0,NA,3,NA,99,NA,89,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,17,0,50,1,3,2,NA,NA,2,NA,0,42,NA,NA,0,NA,NA,NA,99,90,99,NA,NA,47,NA,2,NA,83,15,3,NA,99,17,NA,95,82,NA,100,NA,0,NA,74,NA,99,NA,7,0,100,3,0
lslye83c56,48,NA,75,NA,44,NA,NA,NA,50,4,NA,13,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,97,67,25,77,0,NA,NA,NA,NA,NA,NA,NA,NA,79,19,51,NA,13,NA,0,66,NA,NA,NA,66,55,NA,NA,NA,NA,69,NA,7,69,NA,NA,66,NA,NA,NA,NA,NA,76,NA,14,NA,76,12,78,26,NA,NA,NA,20,62,NA,NA,NA,9,NA,65,19,65,78,65,62,24,41,NA,NA,38,NA,74,NA,80,97,0,NA,74,18,16,NA,18,NA,NA,75,NA,16,NA,26,71,19,70,NA,84,NA,69,75,10,NA,62,71,39,NA,NA,18,NA,NA,71,NA,NA,NA,72,67,18,22,15,NA,NA,53,6,NA,78,NA,3,NA,72,NA,18,NA,77,79,NA,70,NA,NA,71,NA
24jfnvqpwg,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,63,17,NA,NA,39,NA,NA,55,NA,33,57,NA,67,17,74,67,7,29,15,NA,NA,NA,41,57,26,NA,NA,NA,56,NA,43,NA,19,NA,62,43,NA,NA,NA,NA,NA,40,NA,67,24,NA,NA,79,52,33,NA,30,NA,NA,NA,NA,17,NA,NA,NA,83,29,18,71,NA,60,34,NA,NA,17,14,31,91,32,38,NA,NA,NA,NA,NA,66,10,NA,NA,NA,NA,58,93,91,29,NA,NA,NA,NA,NA,65,15,75,NA,NA,NA,29,73,NA,90,NA,70,NA,66,NA,NA,NA,NA,37,NA,NA,24,66,66,NA,NA,NA,41,42,40,NA,28,NA,NA,NA,NA,34,96,36,69,NA,29,76,58,63,40,NA,35,30,NA,33,83,68,67,67
wt61jj0hqz,100,NA,0,NA,NA,NA,100,NA,0,NA,100,18,0,0,79,0,0,NA,NA,100,NA,NA,71,NA,0,100,100,NA,0,0,NA,NA,NA,73,NA,NA,0,NA,NA,NA,100,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,100,NA,0,NA,0,NA,100,NA,100,0,100,100,NA,NA,NA,100,0,NA,NA,NA,100,NA,0,100,100,100,NA,NA,0,0,NA,0,100,NA,NA,100,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,100,0,0,0,NA,0,NA,100,100,NA,100,NA,NA,NA,100,NA,NA,NA,NA,100,NA,100,100,NA,0,0,NA,NA,100,100,100,100,NA,NA,0,NA,NA,100,100,0,0,NA,NA,NA,NA,0,NA,100,NA,0,100,NA,0,0,NA,0,NA,NA,NA,NA,100,100,100
m2dwl2t9fk,100,0,NA,100,0,NA,NA,NA,0,100,NA,0,NA,NA,NA,100,NA,NA,NA,0,100,NA,100,0,100,100,NA,NA,NA,0,0,0,100,100,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,0,NA,100,NA,NA,NA,NA,NA,100,0,50,100,NA,100,NA,100,0,0,NA,0,100,NA,0,100,NA,100,0,100,0,0,NA,NA,NA,0,NA,100,0,NA,NA,NA,100,0,100,0,NA,NA,100,NA,NA,NA,NA,0,NA,0,NA,100,0,NA,0,0,NA,100,100,0,100,NA,NA,NA,100,100,0,NA,0,NA,NA,100,100,NA,100,0,NA,100,NA,NA,100,100,NA,0,NA,0,NA,NA,NA,0,100,NA,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,100,NA,100
dgpkdl59sb,79,NA,NA,93,92,58,86,NA,0,NA,85,NA,NA,NA,NA,100,NA,NA,NA,77,100,0,NA,0,NA,80,71,NA,NA,NA,0,NA,100,NA,NA,88,NA,NA,53,90,NA,NA,0,0,0,70,NA,100,100,NA,NA,100,NA,NA,NA,100,0,0,0,NA,NA,0,0,NA,0,100,NA,65,NA,NA,100,NA,NA,NA,0,100,79,NA,NA,NA,NA,NA,0,0,NA,NA,NA,100,0,100,NA,NA,100,NA,NA,NA,75,97,NA,100,NA,NA,23,0,NA,NA,100,100,0,NA,0,0,100,70,NA,0,NA,NA,NA,0,NA,NA,45,0,NA,NA,NA,95,NA,61,60,NA,NA,0,NA,NA,100,NA,NA,NA,0,0,71,0,0,33,NA,44,NA,NA,0,100,53,0,65,100,0,NA,100,NA,NA,NA
451kzque9h,NA,NA,NA,NA,41,74,NA,73,60,77,34,36,NA,NA,NA,34,63,73,NA,NA,30,NA,59,16,25,NA,25,NA,NA,21,84,NA,96,50,71,66,NA,NA,NA,70,NA,27,30,10,4,50,NA,64,NA,84,NA,84,NA,NA,77,NA,NA,12,10,NA,NA,NA,60,NA,20,13,NA,28,22,NA,NA,17,26,4,NA,NA,67,79,NA,87,15,NA,NA,NA,NA,NA,NA,84,9,25,76,31,76,NA,91,NA,15,NA,NA,NA,NA,NA,62,31,NA,NA,NA,85,50,NA,50,86,NA,81,NA,NA,85,60,66,NA,NA,NA,38,66,NA,NA,71,NA,29,16,NA,24,53,36,NA,87,NA,NA,NA,57,NA,27,NA,67,23,NA,NA,35,NA,15,32,NA,NA,NA,13,NA,NA,NA,NA,29,NA,NA
f5cyehlgyv,0,NA,NA,58,NA,0,100,33,NA,38,NA,NA,0,50,NA,NA,NA,NA,96,100,0,78,100,100,0,NA,NA,0,NA,NA,40,100,100,NA,NA,0,NA,NA,NA,0,0,NA,50,NA,NA,NA,24,NA,0,NA,100,NA,NA,36,NA,34,45,NA,NA,NA,0,100,NA,0,NA,100,26,61,100,0,99,NA,30,90,NA,0,NA,0,NA,NA,0,0,NA,13,NA,100,100,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,97,100,0,71,0,NA,NA,100,100,100,85,NA,25,41,NA,NA,100,0,NA,75,NA,NA,NA,0,NA,100,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,100,NA,100,NA,NA,NA,75,NA,NA,100,NA,0,0,NA,100,100,100,NA,NA,100,NA,100,NA,100,100,NA,NA,NA
r3tr6q8qyl,NA,NA,NA,0,100,96,NA,9,NA,NA,100,2,88,NA,100,0,NA,100,97,18,100,100,NA,NA,NA,NA,NA,100,NA,0,100,0,0,100,0,100,0,0,NA,100,0,NA,NA,0,6,NA,NA,12,98,2,NA,NA,98,91,NA,95,94,26,98,100,96,100,0,83,NA,100,NA,15,NA,NA,NA,100,0,6,NA,100,NA,93,NA,100,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA,NA,100,NA,100,NA,5,NA,NA,2,NA,NA,100,NA,100,NA,100,NA,NA,94,7,1,NA,12,NA,NA,100,100,6,NA,NA,NA,NA,7,NA,NA,NA,NA,99,2,NA,NA,96,NA,NA,9,NA,NA,50,1,100,NA,91,0,NA,98,NA,NA,NA,NA,100,NA,0,98,NA,NA
gk9tak3zsn,NA,67,37,NA,NA,NA,NA,4,70,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,71,82,NA,NA,NA,NA,100,17,35,34,84,92,76,71,22,9,NA,NA,NA,NA,15,NA,NA,8,NA,NA,89,72,82,66,NA,12,NA,73,19,20,NA,2,79,NA,NA,NA,NA,NA,NA,NA,22,0,NA,NA,NA,80,12,NA,NA,NA,NA,28,100,NA,8,9,82,27,NA,67,85,NA,85,24,17,72,2,NA,NA,83,NA,33,NA,0,16,NA,NA,NA,12,NA,71,NA,NA,NA,NA,94,81,78,0,82,87,85,NA,19,NA,74,NA,83,NA,70,NA,NA,NA,NA,NA,28,NA,NA,5,100,NA,79,NA,NA,28,20,NA,3,NA,21,76,18,85,25,18,NA,0,NA,NA,NA,84,NA,65,86,77
5wa6v7aut6,NA,0,NA,NA,6,NA,64,NA,2,92,NA,4,74,NA,0,16,10,7,4,NA,NA,19,5,NA,80,NA,NA,NA,0,NA,NA,0,100,0,100,4,NA,NA,0,NA,22,NA,NA,0,NA,NA,89,NA,100,13,80,NA,0,0,100,NA,0,NA,NA,NA,100,NA,0,1,0,NA,NA,83,NA,NA,NA,100,NA,0,0,0,NA,0,8,3,0,0,NA,NA,10,0,NA,NA,65,NA,29,NA,91,NA,93,10,NA,3,82,NA,100,NA,NA,NA,4,6,NA,81,2,NA,NA,0,NA,NA,87,NA,NA,0,68,NA,3,100,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,18,NA,1,NA,NA,4,NA,5,0,NA,NA,0,12,24,NA,NA,NA,NA,NA,30,NA,NA,NA,11,NA,NA,8,2,1
4y6v5hzssz,NA,NA,0,100,NA,NA,0,NA,0,0,100,0,NA,100,NA,NA,0,0,NA,100,0,NA,100,100,0,0,100,0,0,NA,NA,0,NA,100,NA,NA,0,NA,100,0,0,0,100,0,NA,NA,100,0,0,0,0,0,NA,0,NA,NA,100,0,100,100,NA,0,NA,NA,NA,100,0,NA,0,NA,0,0,0,NA,0,NA,NA,100,NA,0,NA,NA,0,NA,NA,NA,100,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,0,0,100,NA,0,0,NA,100,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,100,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,100,0,NA,100,100,0,NA,100,NA,0,NA,NA,NA,NA,0,100,NA,NA,NA
9241m50ycc,18,25,35,70,NA,NA,NA,86,19,72,40,NA,NA,64,26,NA,58,NA,NA,68,NA,NA,80,20,93,NA,79,NA,NA,NA,NA,61,NA,32,69,72,NA,NA,39,NA,NA,67,31,NA,67,68,NA,84,21,NA,NA,NA,NA,93,82,NA,65,NA,25,28,NA,NA,35,19,NA,38,71,39,37,27,NA,NA,NA,NA,29,NA,90,NA,50,NA,18,28,NA,33,NA,NA,NA,NA,NA,NA,60,NA,NA,16,31,NA,41,10,NA,100,81,67,NA,13,69,NA,NA,89,NA,87,60,25,NA,79,NA,NA,50,68,NA,NA,72,NA,66,NA,NA,NA,13,33,NA,59,30,NA,NA,24,NA,NA,80,NA,NA,34,29,NA,80,93,NA,NA,NA,79,31,NA,NA,NA,NA,16,NA,NA,NA,78,NA,98,29,31
c3bm506yqg,NA,NA,65,NA,37,87,NA,NA,NA,81,50,1,NA,NA,18,NA,NA,12,74,NA,85,NA,NA,51,NA,58,57,NA,6,14,NA,81,NA,NA,84,NA,NA,85,NA,64,NA,51,41,NA,NA,NA,NA,58,82,52,78,NA,NA,37,NA,83,NA,57,66,38,35,NA,NA,NA,59,NA,84,NA,NA,NA,64,2,NA,38,NA,NA,88,NA,78,80,NA,NA,3,NA,94,NA,60,NA,NA,71,83,24,NA,0,NA,57,89,91,NA,NA,100,NA,94,6,72,NA,NA,NA,NA,78,NA,22,61,NA,NA,40,89,NA,70,66,NA,NA,84,NA,NA,45,35,NA,NA,NA,NA,35,88,59,59,59,NA,58,NA,72,NA,74,39,66,27,NA,57,NA,NA,41,NA,NA,59,NA,NA,51,14,63,57,NA,NA,NA
byhf3oab6d,NA,0,NA,NA,NA,3,50,NA,NA,NA,64,NA,0,NA,1,51,NA,68,NA,1,NA,0,NA,28,NA,NA,10,NA,NA,0,0,NA,NA,51,64,57,0,NA,NA,NA,NA,NA,2,NA,NA,59,1,NA,NA,54,51,100,4,NA,100,NA,0,NA,0,NA,NA,NA,2,74,NA,NA,NA,NA,NA,4,NA,18,NA,NA,50,48,46,64,NA,63,NA,53,0,NA,50,NA,NA,61,0,NA,50,NA,52,0,83,0,10,55,NA,NA,NA,4,NA,NA,NA,NA,NA,65,0,58,0,NA,51,51,NA,0,NA,45,53,37,NA,67,NA,3,NA,13,NA,50,50,NA,NA,NA,NA,57,0,60,NA,NA,NA,NA,NA,51,NA,NA,NA,0,NA,37,0,34,NA,47,50,0,60,NA,0,NA,NA,57,56,55
80xj2gc02q,100,0,NA,NA,NA,NA,100,68,0,50,NA,NA,NA,NA,NA,100,0,NA,0,0,NA,0,NA,0,72,100,0,NA,0,NA,NA,NA,NA,74,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,NA,NA,NA,NA,NA,0,NA,100,100,NA,0,NA,0,100,NA,NA,100,0,NA,100,NA,0,NA,100,NA,51,NA,0,49,NA,NA,0,100,0,NA,NA,0,100,0,100,100,NA,NA,0,NA,NA,0,NA,NA,0,NA,73,NA,100,0,NA,0,0,NA,NA,100,0,100,NA,0,NA,NA,70,NA,NA,NA,100,0,50,100,100,NA,100,0,NA,52,0,100,70,0,NA,0,NA,NA,100,100,NA,NA,0,0,75,NA,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,100,50
kxd74e8f4r,NA,0,NA,27,NA,NA,NA,9,NA,87,NA,81,NA,7,81,NA,9,NA,90,0,0,NA,NA,95,95,4,NA,10,NA,69,NA,1,3,76,NA,NA,NA,NA,NA,0,3,NA,NA,17,10,63,NA,NA,16,23,0,NA,100,93,100,NA,7,0,13,NA,81,NA,NA,84,49,NA,15,10,NA,5,NA,18,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,100,NA,83,NA,69,NA,15,NA,6,3,NA,NA,83,NA,NA,86,96,79,14,21,NA,3,10,79,70,88,24,NA,32,0,NA,NA,88,NA,76,NA,NA,73,0,83,79,NA,5,NA,16,84,NA,NA,NA,NA,NA,NA,15,22,79,79,NA,13,NA,NA,0,NA,NA,6,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,0,52,NA,83,NA,NA
479f9nb9v9,0,22,NA,100,NA,0,100,NA,100,0,NA,100,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,100,NA,0,100,NA,NA,NA,NA,NA,NA,100,49,0,NA,100,100,0,NA,49,NA,NA,0,NA,50,NA,NA,NA,NA,NA,100,NA,100,100,NA,0,100,100,100,NA,NA,0,NA,NA,NA,50,100,NA,NA,0,0,0,0,0,50,NA,NA,100,NA,NA,50,NA,100,NA,100,100,NA,NA,100,NA,82,0,NA,NA,50,NA,NA,NA,0,0,NA,0,100,NA,NA,NA,50,100,49,0,0,NA,100,NA,NA,NA,NA,100,NA,81,NA,100,0,NA,NA,NA,77,61,50,100,0,98,NA,NA,0,NA,NA,0,100,100,52,NA,0,NA,0,NA,0,NA,100,NA,0,NA,73,NA,NA,100,NA,0,0,NA
6r559vj4yn,NA,NA,NA,NA,93,NA,NA,94,NA,95,96,NA,10,3,NA,91,1,NA,92,6,93,4,NA,NA,NA,91,NA,7,7,NA,92,NA,94,8,NA,91,NA,NA,4,8,7,6,NA,NA,6,6,96,NA,NA,NA,5,4,NA,5,NA,92,NA,6,NA,4,92,95,NA,93,NA,95,98,NA,7,94,NA,NA,3,94,NA,NA,NA,94,NA,NA,5,NA,NA,94,NA,9,6,NA,NA,NA,NA,6,NA,11,NA,NA,NA,NA,96,91,NA,NA,97,NA,NA,9,94,93,91,NA,NA,9,97,NA,NA,NA,99,NA,98,83,98,94,NA,11,93,9,96,NA,92,NA,93,9,NA,NA,97,93,94,NA,10,NA,11,NA,NA,6,NA,NA,NA,NA,7,NA,97,NA,NA,7,7,NA,NA,NA,91,94,NA,NA
zglm2exf3d,74,35,NA,17,62,48,NA,90,64,67,28,NA,NA,NA,20,NA,NA,NA,NA,89,66,NA,NA,NA,NA,23,NA,50,NA,24,67,NA,NA,NA,76,NA,NA,71,33,NA,NA,NA,79,0,19,61,85,76,21,NA,17,NA,NA,11,NA,16,14,29,NA,NA,NA,NA,NA,83,29,NA,NA,50,0,12,NA,51,NA,NA,NA,NA,73,NA,NA,NA,26,NA,NA,NA,37,78,75,NA,2,NA,74,0,0,NA,NA,NA,50,98,NA,62,86,NA,NA,10,NA,18,NA,NA,61,100,65,15,87,14,NA,1,74,NA,NA,80,NA,NA,NA,74,NA,NA,90,79,NA,NA,64,NA,NA,NA,NA,NA,28,33,63,28,NA,33,50,60,NA,0,NA,33,NA,NA,NA,NA,NA,28,69,72,NA,50,15,28,NA,66
t2ngg5eonu,40,61,5,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,0,NA,0,NA,NA,98,100,NA,NA,NA,89,NA,NA,84,NA,0,NA,100,100,93,100,55,NA,NA,NA,80,42,0,76,NA,0,100,74,NA,95,73,50,100,0,NA,95,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,74,NA,NA,NA,50,100,NA,NA,NA,NA,NA,94,NA,NA,100,NA,21,0,46,NA,8,NA,50,0,100,24,0,100,0,100,NA,NA,89,NA,NA,NA,60,NA,0,0,0,NA,100,NA,NA,0,0,NA,95,64,NA,92,96,95,12,74,100,NA,51,NA,92,93,100,NA,NA,NA,0,NA,NA,0,NA,100,NA,0,6,NA,0,92,NA,NA,NA,NA,100,22,0,NA,NA,100,0,NA,NA,5,100,NA,NA,NA,NA
z5q72w0m8w,NA,0,NA,NA,NA,100,NA,NA,NA,100,NA,0,0,0,NA,100,NA,100,NA,0,100,NA,NA,NA,100,NA,0,100,NA,NA,0,NA,100,NA,100,0,NA,NA,100,NA,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,1,2,100,1,92,NA,NA,NA,86,NA,100,100,100,NA,77,NA,74,NA,0,NA,NA,0,NA,79,0,100,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,100,0,NA,NA,100,0,NA,NA,NA,NA,NA,96,83,NA,100,79,NA,100,100,29,96,0,100,2,NA,100,0,NA,100,NA,0,NA,100,0,100,NA,NA,NA,0,100,NA,NA,100,1,100,NA,100,0,NA,0,100,100,100,NA,0,NA,0,NA,54,99,0,NA,100,100,NA,76
vp3tkt2jb3,12,NA,70,77,NA,NA,NA,NA,55,NA,21,61,NA,72,NA,90,NA,84,NA,2,NA,NA,NA,NA,75,79,22,85,0,NA,29,NA,NA,27,NA,NA,NA,NA,NA,NA,14,83,84,12,NA,78,87,13,NA,NA,NA,0,NA,NA,100,NA,NA,NA,NA,0,NA,12,0,NA,NA,NA,NA,86,7,NA,NA,NA,NA,NA,0,7,91,82,NA,NA,NA,83,68,10,82,9,NA,90,NA,96,NA,NA,12,NA,36,82,NA,73,NA,87,NA,87,1,3,NA,NA,83,90,NA,100,NA,2,NA,12,NA,0,16,NA,NA,3,91,NA,NA,12,NA,NA,NA,85,3,13,19,0,NA,NA,NA,NA,NA,83,3,81,0,NA,NA,26,14,NA,NA,65,2,16,0,94,89,NA,91,NA,NA,NA,NA,81,12,79
hyoso9ag9k,NA,100,NA,NA,NA,100,NA,100,NA,100,100,NA,0,100,50,100,0,100,100,NA,NA,51,NA,NA,100,100,0,NA,100,NA,100,0,NA,100,100,NA,NA,NA,NA,NA,0,NA,49,NA,0,100,0,100,100,0,NA,NA,100,NA,NA,NA,NA,0,49,NA,100,NA,NA,NA,NA,NA,100,NA,50,NA,52,NA,100,100,0,100,100,50,NA,100,NA,NA,0,0,50,NA,51,0,0,100,100,NA,NA,0,100,NA,NA,NA,NA,NA,100,100,NA,NA,NA,NA,NA,100,0,100,NA,0,NA,NA,NA,NA,100,NA,100,100,NA,NA,NA,100,NA,100,NA,NA,NA,0,NA,0,100,100,100,100,NA,0,0,NA,0,NA,NA,NA,50,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,49,NA,100,100
4vvm6swd0g,NA,NA,NA,69,27,NA,60,76,NA,NA,NA,15,33,NA,NA,62,NA,NA,60,NA,NA,48,NA,NA,66,NA,61,NA,NA,28,51,NA,71,64,NA,53,NA,68,NA,NA,NA,NA,NA,37,NA,NA,58,73,62,64,NA,78,55,NA,76,NA,NA,39,43,NA,NA,40,NA,NA,42,61,NA,NA,NA,NA,60,NA,NA,56,29,64,NA,NA,36,NA,NA,NA,21,51,NA,NA,50,76,34,66,NA,NA,71,NA,73,55,55,70,67,80,NA,NA,55,NA,NA,NA,73,NA,53,NA,25,40,NA,NA,56,23,NA,65,NA,65,55,NA,NA,NA,40,53,NA,NA,NA,54,NA,31,62,51,25,56,62,NA,28,NA,NA,43,74,NA,34,52,70,68,NA,50,51,75,NA,NA,38,NA,16,NA,NA,NA,62,66
