Participant,Pretest_fake_covid_3,Pretest_fake_general_8,Pretest_fake_general_15,Pretest_fake_general_10,Pretest_real_general_4,Pretest_real_general_3,Pretest_real_general_21,Pretest_real_covid_4,Pretest_fake_general_3,Pretest_real_general_30,Pretest_real_general_22,Pretest_fake_general_16,Pretest_fake_general_1,Pretest_real_general_7,Pretest_fake_general_28,Pretest_fake_covid_9,Pretest_fake_general_7,Pretest_real_covid_6,Pretest_fake_covid_7,Pretest_fake_general_2,Pretest_fake_covid_1,Pretest_fake_general_14,Pretest_fake_covid_2,Pretest_fake_general_21,Pretest_real_general_1,Pretest_real_covid_5,Pretest_fake_general_19,Pretest_real_general_8,Pretest_real_general_11,Pretest_fake_general_17,Pretest_fake_general_13,Pretest_real_general_9,Pretest_real_general_6,Pretest_real_general_28,Pretest_real_covid_9,Pretest_real_covid_1,Pretest_real_general_12,Pretest_real_general_29,Pretest_fake_general_29,Pretest_real_general_25,Posttest_real_general_5,Posttest_real_general_10,Posttest_fake_general_20,Posttest_real_general_14,Posttest_fake_general_5,Posttest_real_covid_10,Posttest_fake_general_12,Posttest_real_covid_8,Posttest_real_general_19,Posttest_real_general_26,Posttest_real_general_2,Posttest_fake_covid_5,Posttest_fake_general_30,Posttest_real_general_24,Posttest_real_general_23,Posttest_real_general_16,Posttest_fake_general_9,Posttest_real_general_13,Posttest_fake_general_25,Posttest_fake_general_24,Posttest_fake_covid_10,Posttest_fake_general_26,Posttest_fake_general_18,Posttest_real_covid_3,Posttest_fake_general_6,Posttest_real_general_17,Posttest_real_general_27,Posttest_fake_covid_8,Posttest_fake_general_27,Posttest_fake_general_11,Posttest_fake_covid_6,Posttest_fake_general_4,Posttest_real_general_20,Posttest_real_covid_7,Posttest_fake_general_23,Posttest_real_general_31,Posttest_real_general_15,Posttest_real_general_18,Posttest_fake_general_22,Posttest_real_covid_2,Posttest_fake_covid_4,Pretest_real_general_13,Pretest_fake_covid_4,Pretest_fake_general_4,Pretest_real_general_17,Pretest_fake_general_25,Pretest_fake_general_18,Pretest_real_general_24,Pretest_fake_general_24,Pretest_real_covid_3,Pretest_fake_general_26,Pretest_fake_general_23,Pretest_real_general_27,Pretest_real_general_14,Pretest_real_general_16,Pretest_fake_general_5,Pretest_real_general_5,Pretest_real_general_20,Pretest_real_general_15,Pretest_real_covid_2,Pretest_fake_covid_5,Posttest_real_general_4,Posttest_fake_general_8,Posttest_fake_general_1,Posttest_fake_general_13,Posttest_fake_general_19,Posttest_real_covid_9,Posttest_real_general_29,Posttest_fake_general_15,Posttest_real_general_6,Posttest_real_general_11,Posttest_real_general_12,Posttest_real_general_1,Posttest_fake_covid_7,Posttest_real_general_22,Posttest_fake_general_7,Posttest_real_general_21,Posttest_real_covid_5,Posttest_fake_general_10,Posttest_fake_covid_2,Posttest_real_general_3,Pretest_real_covid_8,Pretest_fake_general_12,Pretest_fake_general_22,Pretest_fake_general_20,Pretest_fake_covid_8,Pretest_real_general_31,Pretest_real_covid_7,Pretest_real_general_19,Pretest_real_general_2,Pretest_real_general_26,Pretest_fake_general_9,Posttest_fake_general_2,Posttest_real_general_8,Posttest_fake_general_3,Posttest_fake_covid_3,Posttest_real_covid_6,Posttest_real_covid_1,Posttest_fake_general_21,Posttest_fake_general_14,Posttest_fake_general_17,Posttest_real_general_7,Pretest_real_general_18,Pretest_fake_general_30,Pretest_fake_general_11,Pretest_real_general_10,Pretest_real_covid_10,Pretest_fake_covid_10,Pretest_fake_general_6,Posttest_fake_general_29,Posttest_fake_general_28,Posttest_real_general_30,Posttest_real_covid_4,Posttest_fake_general_16,Posttest_real_general_9,Posttest_real_general_28,Pretest_fake_general_27,Posttest_fake_covid_9,Pretest_real_general_23,Pretest_fake_covid_6,Posttest_fake_covid_1,Posttest_real_general_25
lr8k2rzve9,NA,NA,NA,NA,NA,89,86,89,13,89,83,NA,NA,NA,13,16,0,NA,NA,NA,18,13,NA,18,NA,NA,83,73,NA,NA,NA,16,83,85,86,80,NA,80,18,NA,NA,NA,NA,11,NA,91,77,NA,75,88,17,NA,78,77,75,84,NA,71,34,76,NA,NA,19,82,71,NA,NA,16,NA,NA,NA,NA,79,NA,19,82,NA,NA,NA,100,13,NA,NA,21,89,NA,NA,NA,NA,NA,12,NA,93,NA,NA,14,20,NA,93,NA,14,71,37,5,26,NA,NA,NA,15,NA,16,21,85,85,NA,NA,NA,75,84,84,NA,83,NA,9,12,NA,NA,17,NA,NA,NA,15,79,NA,NA,11,100,NA,NA,NA,13,10,84,NA,15,86,NA,83,NA,NA,NA,NA,NA,17,NA,NA,12,NA,NA,18,NA,80
6uhh890q6n,NA,NA,100,NA,100,NA,NA,96,4,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,84,NA,3,100,NA,0,0,99,92,NA,NA,100,0,NA,NA,NA,NA,8,NA,18,89,NA,94,NA,NA,79,NA,92,NA,86,NA,NA,15,83,14,16,NA,15,NA,78,NA,NA,90,NA,NA,NA,NA,NA,16,NA,5,12,NA,NA,NA,92,NA,NA,0,6,92,NA,12,NA,NA,NA,NA,NA,NA,NA,89,NA,72,NA,100,NA,NA,NA,7,87,NA,NA,84,83,NA,NA,14,NA,NA,89,80,6,86,84,84,89,89,90,NA,0,12,93,NA,90,99,96,NA,NA,88,NA,NA,90,89,NA,NA,13,NA,NA,94,0,11,NA,96,92,0,14,11,90,NA,NA,NA,86,0,NA,100,96,81,23
b5fuj4ugeh,40,NA,NA,71,NA,59,NA,NA,NA,70,59,43,32,NA,40,NA,NA,NA,NA,40,NA,59,NA,40,NA,69,74,56,44,NA,41,NA,NA,67,62,76,NA,62,56,62,NA,NA,42,34,41,75,62,63,66,NA,55,67,46,60,68,70,43,55,56,46,NA,NA,NA,NA,NA,NA,69,NA,NA,56,NA,NA,NA,NA,37,NA,NA,65,41,62,NA,NA,30,64,62,NA,56,NA,NA,60,54,NA,NA,NA,NA,NA,62,81,69,NA,NA,40,54,NA,NA,NA,NA,NA,43,72,NA,47,63,63,NA,58,67,NA,NA,59,NA,NA,NA,NA,NA,59,66,62,NA,NA,56,NA,NA,NA,45,NA,70,NA,NA,NA,32,55,NA,NA,NA,38,NA,59,50,NA,NA,NA,68,NA,56,NA,33,69,NA,64,69,NA
lzecjs7zxh,52,NA,NA,NA,0,24,NA,22,0,90,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,84,0,87,NA,85,NA,55,0,NA,2,0,NA,87,95,100,NA,17,NA,NA,76,NA,0,NA,0,NA,98,NA,100,75,NA,0,NA,61,91,NA,NA,0,NA,NA,NA,5,NA,NA,NA,2,98,100,13,0,NA,69,62,96,NA,NA,80,NA,100,0,NA,NA,86,0,NA,NA,0,21,NA,32,41,3,14,NA,NA,88,0,78,NA,100,100,58,NA,0,0,NA,NA,NA,88,0,NA,0,NA,NA,82,100,0,99,92,89,NA,NA,NA,95,NA,92,NA,NA,12,NA,NA,89,NA,90,NA,NA,NA,30,97,1,NA,NA,0,NA,NA,12,NA,NA,NA,NA,71,NA,NA,NA,0,0,NA,NA,38,100,NA,NA,NA
z54uw8nlze,35,NA,NA,44,68,NA,NA,41,35,NA,NA,45,NA,NA,38,NA,NA,NA,48,58,NA,NA,NA,67,NA,57,73,NA,NA,65,38,62,50,58,43,NA,55,NA,NA,59,NA,61,66,42,59,NA,39,63,NA,43,40,NA,NA,NA,36,NA,56,NA,NA,61,54,NA,54,43,NA,NA,34,32,20,54,NA,NA,NA,NA,62,66,NA,NA,NA,48,NA,53,55,67,40,45,NA,42,NA,NA,36,NA,NA,NA,41,NA,67,40,40,NA,39,NA,42,60,NA,NA,NA,62,38,NA,41,NA,35,NA,41,69,39,NA,NA,59,58,NA,NA,41,NA,NA,NA,24,39,NA,NA,NA,NA,59,NA,NA,58,39,NA,38,NA,62,60,42,NA,NA,57,NA,59,63,NA,42,NA,NA,NA,NA,NA,40,NA,56,55,NA
1rakjhrb5a,70,NA,22,78,28,NA,NA,NA,44,82,NA,33,NA,35,58,NA,NA,91,NA,NA,NA,NA,NA,NA,86,87,NA,NA,33,NA,61,NA,74,NA,NA,67,NA,100,69,80,NA,33,NA,NA,32,71,NA,NA,NA,66,34,NA,NA,NA,81,91,33,57,23,NA,42,NA,NA,NA,24,81,72,NA,1,2,NA,NA,50,50,NA,NA,NA,NA,25,95,NA,NA,22,20,NA,NA,50,94,32,87,66,22,NA,35,NA,NA,89,NA,74,NA,82,NA,40,31,NA,14,84,NA,NA,NA,NA,6,NA,66,50,50,80,NA,NA,71,69,95,86,NA,22,50,86,NA,86,NA,NA,NA,50,32,NA,NA,NA,NA,38,31,28,NA,80,67,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,35,70,NA,66,NA,77,81,NA
yvh5uvpsu2,26,30,NA,33,61,32,NA,36,NA,27,NA,NA,30,13,29,NA,NA,21,NA,21,NA,23,22,NA,33,NA,NA,NA,NA,NA,37,NA,33,NA,12,NA,NA,40,NA,NA,61,39,60,NA,38,25,NA,NA,NA,75,NA,NA,NA,NA,NA,34,67,33,63,NA,NA,NA,33,NA,NA,NA,28,NA,66,NA,72,NA,31,38,NA,NA,36,NA,58,68,57,NA,NA,32,26,NA,NA,25,41,31,32,22,NA,31,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,23,NA,NA,24,NA,34,40,NA,32,29,41,69,40,NA,NA,NA,31,62,NA,NA,21,23,NA,40,20,NA,NA,NA,36,33,NA,NA,38,60,NA,26,NA,27,25,24,NA,NA,37,17,34,NA,NA,NA,26,57,33,NA,64,33,NA,45,21
q70krt4ffm,0,0,NA,NA,98,100,100,NA,0,NA,94,0,NA,100,NA,NA,NA,NA,NA,89,NA,54,19,39,100,83,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,100,0,NA,98,NA,NA,100,0,NA,47,100,100,100,60,46,NA,NA,100,NA,0,NA,NA,100,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,95,NA,100,NA,100,NA,100,0,NA,100,0,NA,99,NA,82,50,0,50,NA,90,NA,NA,100,100,NA,NA,NA,NA,0,100,0,NA,NA,70,100,48,0,NA,2,NA,0,NA,NA,91,NA,NA,NA,NA,51,0,100,NA,0,NA,NA,NA,NA,NA,100,NA,NA,0,100,NA,NA,52,NA,NA,100,NA,50,100,NA,59,NA,0,100,100,NA,100,100,100,0,NA,0,0,81
vhtx1xjcy5,100,NA,0,100,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,100,NA,NA,100,0,NA,NA,100,NA,NA,0,0,NA,0,NA,NA,NA,100,0,0,NA,0,100,100,0,NA,0,0,100,NA,NA,NA,100,0,100,0,100,NA,100,NA,NA,0,0,NA,NA,NA,100,0,NA,NA,NA,NA,NA,NA,0,NA,100,NA,100,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,100,NA,NA,NA,NA,100,0,100,NA,0,0,0,NA,0,NA,100,NA,100,NA,NA,NA,100,NA,0,100,100,NA,0,NA,100,100,0,0,0,NA,NA,0,NA,NA,0,100,NA,0,NA,NA,NA,0,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,100,100,NA,100,100,0,100,100,100,NA,NA
pady1hnqjl,NA,0,0,NA,100,50,100,NA,50,100,50,NA,0,NA,NA,0,NA,100,NA,NA,100,0,NA,0,NA,NA,NA,NA,NA,0,NA,50,NA,NA,100,0,0,NA,NA,NA,NA,0,78,0,50,NA,0,NA,NA,100,0,NA,NA,100,NA,NA,0,NA,NA,NA,NA,NA,NA,100,NA,NA,100,NA,1,NA,100,0,NA,100,NA,50,100,NA,50,74,0,0,NA,NA,88,0,50,NA,0,NA,88,0,NA,NA,79,NA,100,100,NA,NA,100,NA,NA,NA,0,0,NA,100,NA,100,0,NA,100,100,NA,0,NA,100,100,50,NA,99,NA,NA,NA,50,NA,NA,50,NA,NA,NA,100,0,NA,100,NA,NA,NA,NA,NA,0,100,0,50,NA,0,100,0,0,0,NA,0,0,NA,50,NA,NA,0,NA,NA,50
nhvp0jvk1a,64,70,NA,NA,11,72,NA,36,6,66,71,NA,NA,NA,10,78,8,77,68,NA,NA,19,NA,5,NA,NA,23,59,8,6,NA,12,73,66,NA,38,NA,NA,NA,72,12,NA,NA,1,NA,81,59,NA,70,69,7,NA,9,76,NA,NA,NA,5,10,13,NA,NA,8,NA,NA,61,68,77,NA,9,79,4,NA,76,NA,36,NA,58,9,71,7,NA,NA,NA,NA,NA,NA,NA,NA,78,3,6,NA,NA,75,10,NA,67,60,NA,64,NA,NA,6,11,NA,79,61,9,NA,NA,7,65,NA,NA,NA,77,86,61,11,NA,79,NA,NA,29,NA,NA,NA,NA,NA,NA,10,62,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,7,NA,23,5,11,NA,NA,NA,3,NA,NA,10,NA,72,NA,73,NA
80jj8xj82f,NA,50,50,NA,NA,NA,NA,100,NA,NA,88,NA,NA,1,NA,100,NA,93,NA,NA,NA,7,NA,20,0,100,NA,99,57,NA,NA,61,NA,NA,96,NA,NA,NA,2,NA,NA,NA,NA,13,3,88,48,NA,NA,89,84,NA,NA,NA,92,NA,9,NA,5,NA,NA,1,NA,94,NA,NA,89,89,NA,NA,NA,NA,NA,74,NA,NA,82,89,NA,87,NA,56,0,0,94,NA,0,92,3,NA,NA,0,NA,NA,92,NA,41,100,NA,NA,100,2,NA,1,5,8,NA,46,NA,93,NA,22,NA,71,NA,74,94,NA,82,50,96,88,NA,2,50,NA,92,NA,85,NA,NA,NA,53,NA,10,14,NA,87,NA,NA,13,NA,NA,0,0,18,NA,81,51,NA,8,94,NA,18,NA,88,1,NA,NA,4,90,91
2h59j737h9,83,64,NA,79,NA,NA,72,NA,71,32,36,39,NA,NA,43,NA,NA,58,36,NA,NA,NA,68,NA,NA,NA,NA,30,12,31,54,62,NA,82,75,38,NA,35,38,NA,66,24,36,15,10,NA,80,78,60,41,NA,64,79,NA,72,NA,NA,NA,NA,69,77,59,NA,70,38,NA,67,NA,64,NA,NA,NA,NA,NA,NA,NA,61,41,NA,73,30,65,NA,75,78,74,36,42,NA,NA,NA,64,NA,NA,72,NA,NA,80,NA,NA,NA,63,NA,33,NA,61,NA,NA,43,86,NA,37,59,NA,NA,37,NA,63,NA,NA,69,NA,NA,38,NA,71,36,71,NA,86,NA,43,72,NA,NA,NA,NA,NA,64,63,NA,22,NA,NA,76,NA,61,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,70,NA,79,65,58
x7q4c5ovw7,NA,24,NA,82,NA,80,87,NA,NA,NA,81,NA,NA,NA,16,84,18,NA,81,17,NA,NA,85,13,NA,85,22,NA,NA,22,21,NA,81,84,82,NA,19,NA,NA,88,NA,NA,13,19,13,86,12,NA,NA,87,NA,85,17,NA,83,NA,NA,17,17,22,86,NA,16,NA,NA,NA,NA,84,NA,17,NA,NA,89,NA,NA,85,87,84,15,82,NA,NA,18,13,79,NA,NA,18,NA,85,12,16,83,NA,84,NA,79,NA,NA,NA,NA,16,NA,24,NA,NA,NA,87,13,NA,20,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,85,86,87,NA,21,NA,76,10,81,89,18,NA,17,NA,15,NA,NA,NA,18,NA,NA,17,20,NA,87,84,13,83,NA,15,NA,NA,84,87,NA
kcp9brz272,68,76,NA,NA,18,35,NA,68,25,NA,89,1,NA,38,34,66,NA,NA,NA,2,78,NA,82,80,71,55,56,NA,0,1,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,6,7,NA,NA,NA,44,NA,NA,75,60,75,5,NA,NA,18,3,NA,3,NA,66,60,NA,72,NA,NA,NA,38,NA,3,NA,NA,84,NA,3,23,73,73,NA,82,4,50,NA,2,82,NA,28,80,75,NA,NA,NA,34,1,NA,10,68,NA,NA,NA,NA,NA,NA,5,19,NA,80,13,2,NA,NA,1,NA,76,NA,26,80,NA,64,NA,NA,71,NA,11,NA,NA,NA,32,82,NA,NA,NA,NA,6,NA,NA,64,70,NA,7,NA,NA,NA,NA,NA,NA,78,NA,1,27,NA,84,NA,NA,22,70,4,NA,89,25,NA,75
odt3gr571s,66,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,28,NA,22,21,NA,33,79,NA,33,NA,NA,54,25,NA,71,NA,NA,65,NA,NA,79,NA,NA,NA,20,36,NA,21,NA,NA,17,18,NA,NA,NA,NA,NA,NA,NA,17,5,NA,100,NA,NA,14,NA,59,NA,NA,23,NA,99,NA,76,NA,NA,NA,NA,NA,40,77,92,NA,91,NA,NA,34,94,1,28,NA,NA,NA,NA,35,NA,6,NA,NA,32,77,15,79,47,70,NA,92,NA,NA,84,7,7,62,12,88,96,6,95,NA,NA,88,63,41,NA,NA,NA,91,NA,81,62,37,NA,NA,32,NA,NA,64,NA,62,NA,NA,65,4,NA,NA,NA,NA,93,5,NA,70,22,6,NA,76,72,22,NA,NA,95,65,NA,NA,87,12,94,97,29,99,87
z270xu2rk8,NA,NA,NA,73,NA,84,NA,NA,NA,NA,66,19,71,66,60,NA,35,NA,NA,62,26,NA,NA,67,76,NA,65,NA,64,NA,79,69,94,66,NA,26,NA,NA,61,66,65,73,75,NA,61,NA,NA,NA,69,NA,69,NA,NA,27,75,NA,70,69,77,NA,NA,72,69,NA,NA,69,NA,NA,34,64,NA,NA,NA,NA,75,NA,74,74,28,75,78,NA,NA,58,NA,NA,NA,NA,28,35,NA,NA,68,25,67,NA,NA,62,NA,NA,30,83,69,NA,NA,NA,76,73,69,NA,NA,67,NA,68,NA,NA,37,25,NA,68,NA,25,70,NA,NA,73,75,10,NA,NA,70,NA,NA,73,74,66,66,NA,NA,70,69,NA,NA,83,NA,NA,68,65,76,NA,NA,79,61,NA,NA,NA,NA,69,NA,72,NA,NA
eowwnpavxk,68,23,NA,74,73,74,NA,NA,29,73,29,27,NA,NA,NA,75,NA,74,68,NA,75,73,29,NA,73,71,NA,NA,NA,NA,NA,75,71,NA,73,NA,28,73,28,70,69,32,NA,25,NA,NA,76,72,NA,71,NA,77,23,NA,70,79,33,29,24,30,72,NA,NA,NA,NA,NA,74,75,22,NA,33,NA,50,75,NA,75,75,NA,NA,71,30,NA,NA,28,74,NA,27,73,NA,27,68,28,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,31,26,24,NA,NA,72,NA,31,NA,NA,NA,NA,28,69,NA,NA,NA,NA,NA,NA,80,26,NA,NA,NA,73,27,NA,NA,31,75,NA,NA,NA,73,27,NA,25,34,74,NA,27,NA,79,NA,72,NA,27,NA,29,NA,NA,76,NA,NA,NA,NA,NA,NA
mq8ul2arxq,NA,1,NA,NA,NA,9,24,88,NA,32,28,0,0,NA,9,5,NA,NA,6,52,64,NA,NA,NA,NA,NA,NA,0,9,8,49,24,NA,NA,NA,27,NA,NA,NA,NA,NA,0,0,NA,NA,2,0,NA,29,NA,0,0,0,NA,80,NA,NA,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,50,NA,1,NA,NA,NA,71,NA,NA,NA,0,NA,NA,0,NA,0,NA,43,39,NA,NA,0,47,0,85,10,6,NA,NA,100,NA,0,NA,NA,NA,0,92,62,10,65,NA,0,36,NA,NA,0,NA,52,36,7,NA,72,NA,9,NA,82,5,47,NA,NA,22,0,NA,NA,0,35,84,NA,0,0,NA,0,0,NA,NA,NA,NA,37,NA,12,NA,NA,NA,NA,NA,46,28,NA,NA,NA,NA,67
9zdweex06d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,100,0,NA,0,100,0,100,NA,100,NA,100,NA,100,NA,NA,0,0,0,100,100,100,100,NA,0,100,100,NA,100,0,0,0,NA,NA,NA,100,NA,NA,100,NA,100,100,NA,0,100,NA,100,NA,NA,100,0,0,0,0,NA,NA,NA,NA,0,NA,100,NA,0,0,NA,NA,NA,100,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,100,NA,NA,100,NA,NA,100,NA,100,100,0,0,NA,100,NA,NA,100,NA,NA,NA,0,NA,NA,NA,100,NA,0,0,0,NA,100,100,NA,0,NA,100,0,NA,0,NA,NA,0,0,0,NA,100,NA,NA,NA,NA,0,NA,0,NA,100,100,NA,NA,NA,0,100,100,NA,NA,100,0,0,NA,100,0
rh5g6qnsb8,8,NA,NA,NA,NA,70,NA,84,1,NA,90,NA,2,7,NA,NA,NA,NA,NA,92,94,30,22,18,NA,NA,31,NA,2,8,NA,68,NA,92,96,54,NA,NA,NA,NA,56,NA,10,0,NA,NA,NA,89,NA,80,12,82,NA,NA,91,75,12,NA,38,NA,65,NA,NA,61,1,NA,NA,NA,38,2,72,NA,NA,60,NA,30,NA,NA,13,NA,NA,12,8,5,85,NA,9,98,13,NA,2,1,64,NA,NA,36,NA,95,69,95,NA,61,7,NA,36,NA,NA,92,9,54,NA,0,34,55,NA,3,89,57,73,NA,NA,NA,34,NA,NA,85,NA,NA,60,NA,NA,NA,NA,59,NA,NA,73,NA,NA,NA,NA,NA,88,37,NA,1,62,NA,NA,18,25,64,NA,22,NA,NA,NA,86,NA,NA,NA,37
fcweqmp9qv,NA,5,0,79,NA,0,65,NA,NA,78,63,0,NA,0,0,0,NA,NA,NA,9,87,NA,NA,0,NA,17,NA,NA,0,NA,0,NA,82,87,63,NA,0,80,NA,NA,62,NA,0,0,0,NA,NA,NA,100,NA,100,NA,0,100,74,90,NA,0,NA,0,0,0,NA,100,0,NA,NA,NA,0,0,NA,NA,17,NA,NA,89,70,NA,NA,68,0,NA,NA,20,73,0,0,NA,NA,NA,NA,0,88,NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,49,0,NA,0,NA,NA,NA,0,NA,60,74,0,NA,0,NA,16,NA,NA,68,0,NA,0,0,100,80,67,NA,0,0,NA,65,NA,NA,0,33,NA,NA,0,NA,NA,60,NA,58,NA,NA,NA,NA,3,NA,83
xrl1a5f5ca,NA,NA,NA,NA,87,6,90,NA,92,NA,6,NA,90,NA,NA,91,NA,NA,5,96,NA,7,NA,NA,NA,7,6,87,NA,8,NA,NA,NA,11,95,87,6,81,6,NA,88,89,94,NA,NA,90,92,88,NA,NA,NA,NA,93,91,82,96,90,NA,NA,NA,NA,NA,NA,95,92,NA,14,NA,NA,NA,85,8,92,NA,NA,89,NA,86,93,NA,7,87,NA,NA,3,93,78,NA,6,NA,82,4,NA,8,NA,6,NA,NA,97,96,5,NA,92,NA,88,NA,NA,NA,11,93,13,NA,95,NA,NA,14,NA,NA,94,90,NA,NA,NA,NA,NA,6,NA,15,94,5,30,NA,NA,NA,NA,17,93,NA,89,NA,NA,93,NA,NA,4,NA,NA,92,NA,NA,67,87,14,89,85,NA,6,NA,NA,NA,20,13
b2befph7ql,NA,NA,NA,100,0,100,NA,100,0,100,100,NA,NA,NA,NA,100,NA,NA,100,NA,100,0,NA,51,100,NA,0,NA,NA,50,NA,NA,100,NA,NA,100,NA,100,0,NA,NA,0,6,NA,NA,98,NA,0,NA,NA,100,35,NA,87,NA,100,NA,100,100,NA,100,0,0,NA,NA,NA,100,NA,0,98,100,NA,100,NA,NA,100,NA,NA,51,NA,NA,NA,100,0,100,NA,NA,NA,49,100,NA,0,NA,0,NA,51,100,NA,100,100,NA,NA,55,0,0,NA,100,NA,0,NA,100,0,NA,NA,NA,100,100,51,NA,50,NA,NA,0,NA,NA,100,NA,100,100,NA,100,0,52,100,NA,100,100,NA,NA,NA,NA,31,100,0,NA,NA,NA,NA,0,NA,0,NA,NA,0,100,100,NA,NA,100,NA,NA,100
2lukzt4n1t,100,NA,0,100,NA,100,100,NA,NA,NA,83,NA,100,80,0,0,NA,100,NA,NA,100,0,NA,NA,0,100,NA,0,NA,0,50,0,NA,82,NA,100,NA,NA,100,100,NA,0,NA,NA,NA,100,100,NA,NA,NA,NA,100,NA,100,100,NA,0,0,0,NA,100,0,0,100,0,100,100,0,0,NA,NA,NA,100,100,0,100,100,100,NA,NA,NA,NA,0,0,NA,NA,NA,NA,100,NA,NA,NA,NA,0,100,0,100,NA,NA,100,NA,100,100,NA,NA,0,100,100,NA,100,0,0,NA,100,NA,0,NA,NA,NA,0,NA,100,NA,0,100,NA,NA,NA,100,21,100,NA,0,NA,0,NA,NA,NA,100,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,100,100,0,NA,NA,NA,NA,NA,100,NA,NA
5rn7uocjso,28,NA,72,77,NA,NA,NA,63,60,NA,NA,20,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,28,NA,71,76,NA,24,NA,NA,NA,NA,71,70,NA,38,NA,73,NA,74,62,21,NA,25,32,63,NA,NA,NA,NA,NA,63,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,26,NA,16,NA,24,28,26,28,72,NA,NA,NA,74,17,25,NA,NA,26,72,23,23,25,63,79,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,67,76,73,71,68,67,NA,NA,NA,70,36,NA,NA,66,69,68,NA,NA,NA,70,69,20,66,17,NA,NA,NA,74,21,33,33,68,NA,NA,NA,20,NA,38,75,24,67,23,75,NA,NA,NA,62,57,69,66,23,NA,NA,63,NA,24,27,78,31,64,NA
4zgrc8gxn4,NA,NA,NA,100,NA,NA,75,0,0,50,NA,NA,NA,62,49,100,NA,NA,0,56,0,0,NA,49,0,NA,NA,0,NA,50,42,0,NA,NA,67,NA,0,NA,NA,NA,NA,0,NA,NA,0,67,61,NA,NA,NA,NA,100,15,NA,70,0,NA,0,0,NA,100,NA,NA,49,37,61,49,NA,0,1,97,NA,66,NA,NA,NA,67,NA,69,NA,NA,NA,0,0,NA,NA,57,78,100,NA,0,0,NA,0,NA,NA,59,NA,NA,100,NA,0,40,0,NA,100,NA,57,49,100,0,NA,NA,NA,49,0,NA,49,NA,62,53,0,NA,NA,0,48,33,49,31,0,39,0,NA,NA,NA,23,49,49,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,0,NA,62,NA,NA,NA,NA,NA,48
00ybmvglme,59,NA,NA,60,31,NA,63,61,35,33,29,NA,NA,28,NA,79,NA,62,36,66,NA,35,NA,NA,61,NA,65,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,70,29,NA,66,27,29,NA,33,65,NA,NA,NA,NA,NA,62,31,63,59,65,19,51,NA,NA,61,24,25,NA,NA,62,NA,NA,NA,NA,63,NA,NA,NA,NA,71,65,NA,NA,63,NA,NA,30,35,NA,33,NA,NA,31,62,NA,29,83,32,NA,NA,NA,69,NA,NA,NA,NA,27,23,29,NA,67,NA,35,NA,33,18,NA,NA,NA,31,NA,67,NA,32,65,67,36,65,NA,62,NA,66,61,79,64,NA,NA,37,NA,NA,NA,63,24,NA,26,NA,67,NA,35,NA,NA,NA,27,NA,25,NA,NA,20,33,63,34,NA,NA,NA,66,68
3qalh02uv1,NA,0,NA,100,NA,NA,99,100,0,100,100,0,NA,0,0,NA,NA,100,NA,0,100,0,NA,0,100,NA,0,NA,NA,0,0,NA,100,100,100,NA,0,NA,NA,NA,100,0,0,0,NA,100,100,100,NA,100,100,100,0,NA,100,100,0,NA,NA,100,NA,0,0,NA,NA,NA,100,NA,0,0,NA,0,NA,NA,0,NA,NA,100,NA,100,NA,0,0,NA,100,0,NA,100,NA,100,NA,NA,NA,NA,NA,0,NA,100,100,NA,NA,100,NA,0,NA,NA,NA,100,0,NA,0,NA,NA,100,NA,0,NA,100,NA,0,0,NA,NA,0,NA,100,100,99,100,NA,NA,NA,NA,1,NA,100,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,0,NA,NA,NA,NA,100,NA,NA,100,NA,100,NA,100
