"Participant","Condition","Item","Nature","Correct","True_Positive","True_Negative","False_Positive","False_Negative","Manipulative"
"S364","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S364","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S364","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S364","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S364","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S364","Pre-test","PRE_9","NonManipulative",0,0,0,1,0,1
"S364","Pre-test","PRE_5","NonManipulative",0,0,0,1,0,1
"S364","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S364","Pre-test","PRE_8","Manipulative",0,0,0,0,1,0
"S364","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S364","Pre-test","PRE_10","Manipulative",0,0,0,0,1,0
"S364","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S364","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S364","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S364","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S364","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S364","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S364","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S364","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S364","Post-test","POST_8","Manipulative",0,0,0,0,1,0
"S364","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S364","Post-test","POST_10","Manipulative",0,0,0,0,1,0
"S364","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S364","Post-test","POST_2","Manipulative",0,0,0,0,1,0
"S365","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S365","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S365","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S365","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S365","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S365","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S365","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S365","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S365","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S365","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S365","Pre-test","PRE_10","Manipulative",0,0,0,0,1,0
"S365","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S365","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S365","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S365","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S365","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S365","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S365","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S365","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S365","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S365","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S365","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S365","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S365","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S366","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S366","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S366","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S366","Pre-test","PRE_4","NonManipulative",0,0,0,1,0,1
"S366","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S366","Pre-test","PRE_9","NonManipulative",0,0,0,1,0,1
"S366","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S366","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S366","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S366","Pre-test","PRE_6","Manipulative",0,0,0,0,1,0
"S366","Pre-test","PRE_10","Manipulative",0,0,0,0,1,0
"S366","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S366","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S366","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S366","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S366","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S366","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S366","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S366","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S366","Post-test","POST_8","Manipulative",0,0,0,0,1,0
"S366","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S366","Post-test","POST_10","Manipulative",0,0,0,0,1,0
"S366","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S366","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S367","Pre-test","PRE_2","NonManipulative",0,0,0,1,0,1
"S367","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S367","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S367","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S367","Pre-test","PRE_3","Manipulative",0,0,0,0,1,0
"S367","Pre-test","PRE_9","NonManipulative",0,0,0,1,0,1
"S367","Pre-test","PRE_5","NonManipulative",0,0,0,1,0,1
"S367","Pre-test","PRE_1","Manipulative",0,0,0,0,1,0
"S367","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S367","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S367","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S367","Pre-test","PRE_7","NonManipulative",0,0,0,1,0,1
"S367","Post-test","POST_1","NonManipulative",0,0,0,1,0,1
"S367","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S367","Post-test","POST_3","Manipulative",0,0,0,0,1,0
"S367","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S367","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S367","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S367","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S367","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S367","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S367","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S367","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S367","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S368","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S368","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S368","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S368","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S368","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S368","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S368","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S368","Pre-test","PRE_1","Manipulative",0,0,0,0,1,0
"S368","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S368","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S368","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S368","Pre-test","PRE_7","NonManipulative",0,0,0,1,0,1
"S368","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S368","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S368","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S368","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S368","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S368","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S368","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S368","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S368","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S368","Post-test","POST_10","Manipulative",0,0,0,0,1,0
"S368","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S368","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S369","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S369","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S369","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S369","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S369","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S369","Pre-test","PRE_9","NonManipulative",0,0,0,1,0,1
"S369","Pre-test","PRE_5","NonManipulative",0,0,0,1,0,1
"S369","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S369","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S369","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S369","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S369","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S369","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S369","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S369","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S369","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S369","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S369","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S369","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S369","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S369","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S369","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S369","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S369","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S370","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S370","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S370","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S370","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S370","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S370","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S370","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S370","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S370","Pre-test","PRE_8","Manipulative",0,0,0,0,1,0
"S370","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S370","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S370","Pre-test","PRE_7","NonManipulative",0,0,0,1,0,1
"S370","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S370","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S370","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S370","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S370","Post-test","POST_6","Manipulative",0,0,0,0,1,0
"S370","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S370","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S370","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S370","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S370","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S370","Post-test","POST_5","NonManipulative",0,0,0,1,0,1
"S370","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S372","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S372","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S372","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S372","Pre-test","PRE_4","NonManipulative",0,0,0,1,0,1
"S372","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S372","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S372","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S372","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S372","Pre-test","PRE_8","Manipulative",0,0,0,0,1,0
"S372","Pre-test","PRE_6","Manipulative",0,0,0,0,1,0
"S372","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S372","Pre-test","PRE_7","NonManipulative",0,0,0,1,0,1
"S372","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S372","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S372","Post-test","POST_3","Manipulative",0,0,0,0,1,0
"S372","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S372","Post-test","POST_6","Manipulative",0,0,0,0,1,0
"S372","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S372","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S372","Post-test","POST_8","Manipulative",0,0,0,0,1,0
"S372","Post-test","POST_7","Manipulative",0,0,0,0,1,0
"S372","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S372","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S372","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S373","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S373","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S373","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S373","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S373","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S373","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S373","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S373","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S373","Pre-test","PRE_8","Manipulative",0,0,0,0,1,0
"S373","Pre-test","PRE_6","Manipulative",0,0,0,0,1,0
"S373","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S373","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S373","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S373","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S373","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S373","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S373","Post-test","POST_6","Manipulative",0,0,0,0,1,0
"S373","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S373","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S373","Post-test","POST_8","Manipulative",0,0,0,0,1,0
"S373","Post-test","POST_7","Manipulative",0,0,0,0,1,0
"S373","Post-test","POST_10","Manipulative",0,0,0,0,1,0
"S373","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S373","Post-test","POST_2","Manipulative",0,0,0,0,1,0
"S374","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S374","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S374","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S374","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S374","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S374","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S374","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S374","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S374","Pre-test","PRE_8","Manipulative",0,0,0,0,1,0
"S374","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S374","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S374","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S374","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S374","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S374","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S374","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S374","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S374","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S374","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S374","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S374","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S374","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S374","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S374","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S375","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S375","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S375","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S375","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S375","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S375","Pre-test","PRE_9","NonManipulative",0,0,0,1,0,1
"S375","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S375","Pre-test","PRE_1","Manipulative",0,0,0,0,1,0
"S375","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S375","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S375","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S375","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S375","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S375","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S375","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S375","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S375","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S375","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S375","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S375","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S375","Post-test","POST_7","Manipulative",0,0,0,0,1,0
"S375","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S375","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S375","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S376","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S376","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S376","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S376","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S376","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S376","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S376","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S376","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S376","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S376","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S376","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S376","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S376","Post-test","POST_1","NonManipulative",0,0,0,1,0,1
"S376","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S376","Post-test","POST_3","Manipulative",0,0,0,0,1,0
"S376","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S376","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S376","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S376","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S376","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S376","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S376","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S376","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S376","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S377","Pre-test","PRE_2","NonManipulative",0,0,0,1,0,1
"S377","Pre-test","PRE_11","NonManipulative",0,0,0,1,0,1
"S377","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S377","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S377","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S377","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S377","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S377","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S377","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S377","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S377","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S377","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S377","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S377","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S377","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S377","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S377","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S377","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S377","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S377","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S377","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S377","Post-test","POST_10","Manipulative",0,0,0,0,1,0
"S377","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S377","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S378","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S378","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S378","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S378","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S378","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S378","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S378","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S378","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S378","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S378","Pre-test","PRE_6","Manipulative",0,0,0,0,1,0
"S378","Pre-test","PRE_10","Manipulative",0,0,0,0,1,0
"S378","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S378","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S378","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S378","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S378","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S378","Post-test","POST_6","Manipulative",0,0,0,0,1,0
"S378","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S378","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S378","Post-test","POST_8","Manipulative",0,0,0,0,1,0
"S378","Post-test","POST_7","Manipulative",0,0,0,0,1,0
"S378","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S378","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S378","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S379","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S379","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S379","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S379","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S379","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S379","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S379","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S379","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S379","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S379","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S379","Pre-test","PRE_10","Manipulative",0,0,0,0,1,0
"S379","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S379","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S379","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S379","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S379","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S379","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S379","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S379","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S379","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S379","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S379","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S379","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S379","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S381","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S381","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S381","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S381","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S381","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S381","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S381","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S381","Pre-test","PRE_1","Manipulative",0,0,0,0,1,0
"S381","Pre-test","PRE_8","Manipulative",0,0,0,0,1,0
"S381","Pre-test","PRE_6","Manipulative",1,1,0,0,0,1
"S381","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S381","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S381","Post-test","POST_1","NonManipulative",0,0,1,0,0,0
"S381","Post-test","POST_4","NonManipulative",0,0,0,1,0,1
"S381","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S381","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S381","Post-test","POST_6","Manipulative",1,1,0,0,0,1
"S381","Post-test","POST_11","NonManipulative",0,0,1,0,0,0
"S381","Post-test","POST_12","NonManipulative",0,0,0,1,0,1
"S381","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S381","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S381","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S381","Post-test","POST_5","NonManipulative",0,0,0,1,0,1
"S381","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S382","Pre-test","PRE_2","NonManipulative",0,0,0,1,0,1
"S382","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S382","Pre-test","PRE_12","Manipulative",0,0,0,0,1,0
"S382","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S382","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S382","Pre-test","PRE_9","NonManipulative",0,0,0,1,0,1
"S382","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S382","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
"S382","Pre-test","PRE_8","Manipulative",1,1,0,0,0,1
"S382","Pre-test","PRE_6","Manipulative",0,0,0,0,1,0
"S382","Pre-test","PRE_10","Manipulative",1,1,0,0,0,1
"S382","Pre-test","PRE_7","NonManipulative",0,0,1,0,0,0
"S382","Post-test","POST_1","NonManipulative",0,0,0,1,0,1
"S382","Post-test","POST_4","NonManipulative",0,0,1,0,0,0
"S382","Post-test","POST_3","Manipulative",1,1,0,0,0,1
"S382","Post-test","POST_9","NonManipulative",0,0,1,0,0,0
"S382","Post-test","POST_6","Manipulative",0,0,0,0,1,0
"S382","Post-test","POST_11","NonManipulative",0,0,0,1,0,1
"S382","Post-test","POST_12","NonManipulative",0,0,1,0,0,0
"S382","Post-test","POST_8","Manipulative",1,1,0,0,0,1
"S382","Post-test","POST_7","Manipulative",1,1,0,0,0,1
"S382","Post-test","POST_10","Manipulative",1,1,0,0,0,1
"S382","Post-test","POST_5","NonManipulative",0,0,1,0,0,0
"S382","Post-test","POST_2","Manipulative",1,1,0,0,0,1
"S383","Pre-test","PRE_2","NonManipulative",0,0,1,0,0,0
"S383","Pre-test","PRE_11","NonManipulative",0,0,1,0,0,0
"S383","Pre-test","PRE_12","Manipulative",1,1,0,0,0,1
"S383","Pre-test","PRE_4","NonManipulative",0,0,1,0,0,0
"S383","Pre-test","PRE_3","Manipulative",1,1,0,0,0,1
"S383","Pre-test","PRE_9","NonManipulative",0,0,1,0,0,0
"S383","Pre-test","PRE_5","NonManipulative",0,0,1,0,0,0
"S383","Pre-test","PRE_1","Manipulative",1,1,0,0,0,1
