"Participant","Item","Realness","Condition","Nature","Topic","Intervention","Correct","True_Positive","True_Negative","False_Positive","False_Negative"
"S382","MIST_real_covid_3",1,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S382","MIST_fake_general_16",0,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S382","MIST_real_covid_9",1,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S382","MIST_real_general_12",0,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S382","MIST_real_general_20",1,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S382","MIST_fake_covid_6",1,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S382","MIST_real_general_21",0.72,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S382","MIST_fake_covid_8",0.93,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S382","MIST_real_covid_7",0.77,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S382","MIST_real_general_9",0,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S382","MIST_real_general_29",0.91,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S382","MIST_fake_covid_2",0.16,"Posttest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S383","MIST_real_covid_4",0.08,"Pretest","Real","Covid","BadNewsGame",0,0,0,1,0
"S383","MIST_fake_general_15",0.25,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S383","MIST_real_covid_1",0.63,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S383","MIST_fake_covid_4",0,"Pretest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S383","MIST_real_covid_5",0.83,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S383","MIST_fake_general_4",0,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S383","MIST_real_covid_10",0.43,"Pretest","Real","Covid","BadNewsGame",0,0,0,1,0
"S383","MIST_real_general_4",0,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S383","MIST_fake_covid_7",0,"Pretest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S383","MIST_real_general_25",0,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S383","MIST_fake_covid_2",0,"Pretest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S383","MIST_fake_general_13",0.73,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S383","MIST_real_general_9",0,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S383","MIST_real_general_22",0.84,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S383","MIST_fake_covid_8",0,"Pretest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S383","MIST_real_general_21",1,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S383","MIST_real_general_14",0,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S383","MIST_fake_general_18",0,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S383","MIST_real_general_5",0.77,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S383","MIST_real_covid_2",0.1,"Pretest","Real","Covid","BadNewsGame",0,0,0,1,0
"S383","MIST_real_general_11",0,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S383","MIST_fake_covid_5",1,"Pretest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S383","MIST_fake_general_17",0.87,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S383","MIST_fake_general_11",0.15,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S383","MIST_fake_general_19",0.63,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S383","MIST_fake_general_10",0.8,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S383","MIST_real_general_12",0.83,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S383","MIST_fake_general_8",0.75,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S383","MIST_real_general_18",0.79,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S383","MIST_real_general_24",0.74,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S383","MIST_fake_general_28",0.31,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S383","MIST_real_general_6",0.74,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S383","MIST_fake_general_16",0.06,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S383","MIST_fake_general_24",0.14,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S383","MIST_real_general_20",0.75,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S383","MIST_real_general_31",0.5,"Pretest","Real","General","BadNewsGame",0,0,0,0,0
"S383","MIST_real_general_10",0.06,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S383","MIST_fake_general_22",0.03,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S383","MIST_fake_general_2",0.22,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S383","MIST_fake_general_9",0,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S383","MIST_fake_general_25",0,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S383","MIST_fake_general_5",0,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S383","MIST_real_general_17",0.68,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S383","MIST_fake_general_29",0.94,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S383","MIST_real_covid_8",0.66,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S383","MIST_real_general_16",1,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S383","MIST_real_general_30",0.8,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S383","MIST_real_covid_7",0.26,"Posttest","Real","Covid","BadNewsGame",0,0,0,1,0
"S383","MIST_real_covid_6",0.73,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S383","MIST_fake_general_6",0.03,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S383","MIST_fake_general_1",0,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S383","MIST_real_covid_9",0.67,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S383","MIST_real_covid_3",1,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S383","MIST_real_general_26",0.82,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S383","MIST_real_general_23",1,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S383","MIST_fake_general_30",0.04,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S383","MIST_real_general_8",0.9,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S383","MIST_fake_covid_3",0.77,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S383","MIST_real_general_2",0.21,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S383","MIST_real_general_7",0,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S383","MIST_fake_general_21",0.68,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S383","MIST_fake_general_14",0.62,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S383","MIST_real_general_19",0.8,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S383","MIST_real_general_28",0.79,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S383","MIST_fake_general_23",0.72,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S383","MIST_fake_general_26",0.5,"Posttest","Fake","General","BadNewsGame",0,0,0,0,0
"S383","MIST_real_general_1",0.89,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S383","MIST_fake_covid_1",0.95,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S383","MIST_fake_covid_9",0.7,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S383","MIST_fake_general_20",0.74,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S383","MIST_fake_covid_6",0.93,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S383","MIST_fake_general_27",0.21,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S383","MIST_real_general_3",0.59,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S383","MIST_fake_general_12",0.89,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S383","MIST_real_general_27",0.61,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S383","MIST_real_general_29",0.93,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S383","MIST_fake_general_7",0.05,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S383","MIST_fake_covid_10",0.96,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S383","MIST_real_general_13",0,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S383","MIST_fake_general_3",0,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S383","MIST_real_general_15",0.79,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_real_covid_1",0.26,"Pretest","Real","Covid","BadNewsGame",0,0,0,1,0
"S384","MIST_fake_general_16",0.19,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S384","MIST_real_general_7",0.66,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_real_general_6",0.94,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_real_general_3",0.84,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_fake_general_2",0.62,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_real_covid_3",0.35,"Pretest","Real","Covid","BadNewsGame",0,0,0,1,0
"S384","MIST_real_general_11",0.64,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_fake_general_28",0.6,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_real_general_25",0.66,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_fake_general_29",0.61,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_fake_general_4",0.58,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_fake_general_6",0.76,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_real_general_27",0.68,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_real_general_20",0.62,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_real_covid_8",0.25,"Pretest","Real","Covid","BadNewsGame",0,0,0,1,0
"S384","MIST_fake_general_7",0.35,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S384","MIST_fake_covid_10",0.65,"Pretest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S384","MIST_fake_general_1",0.71,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_fake_covid_6",0.72,"Pretest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S384","MIST_fake_general_12",0.7,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_real_general_1",0.76,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_fake_general_13",0.79,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_real_general_22",0.66,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_real_general_28",0.66,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_fake_covid_1",0.26,"Pretest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S384","MIST_real_covid_7",0.1,"Pretest","Real","Covid","BadNewsGame",0,0,0,1,0
"S384","MIST_fake_general_21",0.67,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_fake_general_30",0.83,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_real_covid_10",0.68,"Pretest","Real","Covid","BadNewsGame",1,0,1,0,0
"S384","MIST_fake_covid_5",0.3,"Pretest","Fake","Covid","BadNewsGame",1,1,0,0,0
"S384","MIST_real_general_14",0.25,"Pretest","Real","General","BadNewsGame",0,0,0,1,0
"S384","MIST_fake_covid_8",0.73,"Pretest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S384","MIST_fake_general_10",0.73,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_real_general_31",0.75,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_fake_general_24",0.28,"Pretest","Fake","General","BadNewsGame",1,1,0,0,0
"S384","MIST_fake_general_19",0.65,"Pretest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_real_general_16",0.67,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_real_general_26",0.7,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_real_general_9",0.69,"Pretest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_fake_covid_7",0.68,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S384","MIST_real_general_29",0.73,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_real_general_18",0.74,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_real_covid_5",0.25,"Posttest","Real","Covid","BadNewsGame",0,0,0,1,0
"S384","MIST_real_general_19",0.69,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_real_general_13",0.69,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_fake_covid_2",0.68,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S384","MIST_real_covid_4",0.61,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S384","MIST_real_general_2",0.69,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_fake_general_14",0.7,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_real_covid_9",0.76,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S384","MIST_real_general_15",0.74,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_real_general_23",0.75,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_real_general_17",0.69,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_real_general_24",0.27,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S384","MIST_fake_general_3",0.74,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_fake_general_20",0.75,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_real_general_4",0.83,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_fake_general_5",0.61,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_fake_general_9",0.7,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_fake_general_26",0.72,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_fake_general_18",0.69,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_real_general_10",0.73,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_real_general_5",0.65,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_real_general_30",0.79,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_fake_covid_3",0.66,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S384","MIST_fake_general_8",0.69,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_fake_general_17",0.69,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_fake_general_11",0.64,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_fake_covid_9",0.69,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S384","MIST_fake_general_15",0.69,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_fake_general_23",0.75,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_real_general_21",0.37,"Posttest","Real","General","BadNewsGame",0,0,0,1,0
"S384","MIST_real_general_8",0.73,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_real_covid_6",0.66,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S384","MIST_fake_covid_4",0.78,"Posttest","Fake","Covid","BadNewsGame",0,0,0,0,1
"S384","MIST_real_general_12",0.67,"Posttest","Real","General","BadNewsGame",1,0,1,0,0
"S384","MIST_fake_general_22",0.28,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S384","MIST_real_covid_2",0.75,"Posttest","Real","Covid","BadNewsGame",1,0,1,0,0
"S384","MIST_fake_general_25",0.77,"Posttest","Fake","General","BadNewsGame",0,0,0,0,1
"S384","MIST_fake_general_27",0.34,"Posttest","Fake","General","BadNewsGame",1,1,0,0,0
"S385","MIST_fake_general_24",0.04,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_fake_general_5",0,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_fake_covid_4",0,"Pretest","Fake","Covid","Tetris",1,1,0,0,0
"S385","MIST_fake_general_19",0.23,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_fake_covid_6",0.65,"Pretest","Fake","Covid","Tetris",0,0,0,0,1
"S385","MIST_fake_general_30",0.2,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_fake_general_4",0.49,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_real_general_1",0.5,"Pretest","Real","General","Tetris",0,0,0,0,0
"S385","MIST_fake_general_27",0.07,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_real_general_30",0.5,"Pretest","Real","General","Tetris",0,0,0,0,0
"S385","MIST_real_general_23",0.79,"Pretest","Real","General","Tetris",1,0,1,0,0
"S385","MIST_real_general_6",0.8,"Pretest","Real","General","Tetris",1,0,1,0,0
"S385","MIST_real_covid_3",0.72,"Pretest","Real","Covid","Tetris",1,0,1,0,0
"S385","MIST_fake_general_28",0.05,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_fake_general_13",0.16,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_real_general_13",0.06,"Pretest","Real","General","Tetris",0,0,0,1,0
"S385","MIST_real_covid_1",0.71,"Pretest","Real","Covid","Tetris",1,0,1,0,0
"S385","MIST_real_covid_10",0.73,"Pretest","Real","Covid","Tetris",1,0,1,0,0
"S385","MIST_fake_covid_2",0.37,"Pretest","Fake","Covid","Tetris",1,1,0,0,0
"S385","MIST_fake_general_23",0.07,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_fake_general_15",0.08,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_fake_general_18",0.24,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_real_general_24",0.23,"Pretest","Real","General","Tetris",0,0,0,1,0
"S385","MIST_fake_general_21",0.2,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_fake_covid_1",0.5,"Pretest","Fake","Covid","Tetris",0,0,0,0,0
"S385","MIST_real_general_10",0.07,"Pretest","Real","General","Tetris",0,0,0,1,0
"S385","MIST_real_general_19",0.11,"Pretest","Real","General","Tetris",0,0,0,1,0
"S385","MIST_real_general_7",0,"Pretest","Real","General","Tetris",0,0,0,1,0
"S385","MIST_fake_covid_5",1,"Pretest","Fake","Covid","Tetris",0,0,0,0,1
"S385","MIST_real_general_21",0.68,"Pretest","Real","General","Tetris",1,0,1,0,0
"S385","MIST_real_covid_6",0.5,"Pretest","Real","Covid","Tetris",0,0,0,0,0
"S385","MIST_real_general_12",0,"Pretest","Real","General","Tetris",0,0,0,1,0
"S385","MIST_fake_general_29",0.22,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_real_general_28",0.66,"Pretest","Real","General","Tetris",1,0,1,0,0
"S385","MIST_real_general_26",0.77,"Pretest","Real","General","Tetris",1,0,1,0,0
"S385","MIST_real_covid_2",0.77,"Pretest","Real","Covid","Tetris",1,0,1,0,0
"S385","MIST_fake_general_7",0.04,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_real_general_29",0.78,"Pretest","Real","General","Tetris",1,0,1,0,0
"S385","MIST_real_general_11",0.08,"Pretest","Real","General","Tetris",0,0,0,1,0
"S385","MIST_fake_general_16",0.02,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_real_covid_8",0.71,"Posttest","Real","Covid","Tetris",1,0,1,0,0
"S385","MIST_fake_covid_3",0.09,"Posttest","Fake","Covid","Tetris",1,1,0,0,0
"S385","MIST_fake_general_6",0,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_fake_general_20",0.15,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_real_covid_4",0.11,"Posttest","Real","Covid","Tetris",0,0,0,1,0
"S385","MIST_real_general_31",0.67,"Posttest","Real","General","Tetris",1,0,1,0,0
"S385","MIST_real_general_2",0.5,"Posttest","Real","General","Tetris",0,0,0,0,0
"S385","MIST_real_general_15",0.73,"Posttest","Real","General","Tetris",1,0,1,0,0
"S385","MIST_real_general_25",0.72,"Posttest","Real","General","Tetris",1,0,1,0,0
"S385","MIST_real_general_16",0.67,"Posttest","Real","General","Tetris",1,0,1,0,0
"S385","MIST_real_general_3",0.23,"Posttest","Real","General","Tetris",0,0,0,1,0
"S385","MIST_real_general_22",0.22,"Posttest","Real","General","Tetris",0,0,0,1,0
"S385","MIST_real_general_9",0.02,"Posttest","Real","General","Tetris",0,0,0,1,0
"S385","MIST_fake_general_9",0.03,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_real_general_5",0.09,"Posttest","Real","General","Tetris",0,0,0,1,0
"S385","MIST_real_general_27",0.32,"Posttest","Real","General","Tetris",0,0,0,1,0
"S385","MIST_fake_general_2",0.5,"Posttest","Fake","General","Tetris",0,0,0,0,0
"S385","MIST_real_general_17",0.22,"Posttest","Real","General","Tetris",0,0,0,1,0
"S385","MIST_fake_general_8",0.14,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_fake_general_26",0.17,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_fake_covid_9",0.29,"Posttest","Fake","Covid","Tetris",1,1,0,0,0
"S385","MIST_fake_general_12",0.33,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_fake_general_14",0.04,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_real_covid_7",0.11,"Posttest","Real","Covid","Tetris",0,0,0,1,0
"S385","MIST_real_general_18",0.65,"Posttest","Real","General","Tetris",1,0,1,0,0
"S385","MIST_fake_general_22",0.23,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_fake_general_11",0.16,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_fake_general_1",0.13,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_fake_general_3",0.16,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_real_general_4",0.09,"Posttest","Real","General","Tetris",0,0,0,1,0
"S385","MIST_real_covid_9",0.08,"Posttest","Real","Covid","Tetris",0,0,0,1,0
"S385","MIST_fake_covid_8",0.09,"Posttest","Fake","Covid","Tetris",1,1,0,0,0
"S385","MIST_fake_general_17",0.11,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_fake_covid_7",0.08,"Posttest","Fake","Covid","Tetris",1,1,0,0,0
"S385","MIST_real_covid_5",0.11,"Posttest","Real","Covid","Tetris",0,0,0,1,0
"S385","MIST_real_general_20",0.07,"Posttest","Real","General","Tetris",0,0,0,1,0
"S385","MIST_fake_general_25",0.08,"Posttest","Fake","General","Tetris",1,1,0,0,0
"S385","MIST_real_general_8",0.01,"Posttest","Real","General","Tetris",0,0,0,1,0
"S385","MIST_fake_covid_10",0.05,"Posttest","Fake","Covid","Tetris",1,1,0,0,0
"S385","MIST_fake_general_10",0.65,"Posttest","Fake","General","Tetris",0,0,0,0,1
"S385","MIST_real_general_14",0,"Posttest","Real","General","Tetris",0,0,0,1,0
"S386","MIST_fake_general_22",0.41,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S386","MIST_real_general_12",0.55,"Pretest","Real","General","Tetris",1,0,1,0,0
"S386","MIST_real_covid_4",0.41,"Pretest","Real","Covid","Tetris",0,0,0,1,0
"S386","MIST_real_general_28",0.58,"Pretest","Real","General","Tetris",1,0,1,0,0
"S386","MIST_fake_general_25",0.45,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S386","MIST_fake_general_2",0.58,"Pretest","Fake","General","Tetris",0,0,0,0,1
"S386","MIST_real_general_16",0.41,"Pretest","Real","General","Tetris",0,0,0,1,0
"S386","MIST_fake_general_4",0.67,"Pretest","Fake","General","Tetris",0,0,0,0,1
"S386","MIST_fake_covid_7",0.48,"Pretest","Fake","Covid","Tetris",1,1,0,0,0
"S386","MIST_real_general_6",0.5,"Pretest","Real","General","Tetris",0,0,0,0,0
"S386","MIST_real_general_13",0.53,"Pretest","Real","General","Tetris",1,0,1,0,0
"S386","MIST_fake_general_30",0.42,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S386","MIST_fake_general_19",0.73,"Pretest","Fake","General","Tetris",0,0,0,0,1
"S386","MIST_fake_general_16",0.45,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S386","MIST_real_general_9",0.62,"Pretest","Real","General","Tetris",1,0,1,0,0
"S386","MIST_fake_general_3",0.35,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S386","MIST_real_general_4",0.68,"Pretest","Real","General","Tetris",1,0,1,0,0
"S386","MIST_real_covid_7",0.24,"Pretest","Real","Covid","Tetris",0,0,0,1,0
"S386","MIST_fake_covid_3",0.35,"Pretest","Fake","Covid","Tetris",1,1,0,0,0
"S386","MIST_fake_general_21",0.67,"Pretest","Fake","General","Tetris",0,0,0,0,1
"S386","MIST_real_general_17",0.4,"Pretest","Real","General","Tetris",0,0,0,1,0
"S386","MIST_fake_general_10",0.44,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S386","MIST_real_covid_5",0.57,"Pretest","Real","Covid","Tetris",1,0,1,0,0
"S386","MIST_real_general_24",0.42,"Pretest","Real","General","Tetris",0,0,0,1,0
"S386","MIST_real_general_25",0.59,"Pretest","Real","General","Tetris",1,0,1,0,0
"S386","MIST_real_general_5",0.67,"Pretest","Real","General","Tetris",1,0,1,0,0
"S386","MIST_fake_covid_5",0.39,"Pretest","Fake","Covid","Tetris",1,1,0,0,0
"S386","MIST_fake_covid_6",0.56,"Pretest","Fake","Covid","Tetris",0,0,0,0,1
"S386","MIST_real_general_19",0.39,"Pretest","Real","General","Tetris",0,0,0,1,0
"S386","MIST_fake_general_17",0.65,"Pretest","Fake","General","Tetris",0,0,0,0,1
"S386","MIST_fake_general_28",0.38,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S386","MIST_real_covid_10",0.57,"Pretest","Real","Covid","Tetris",1,0,1,0,0
"S386","MIST_real_covid_9",0.43,"Pretest","Real","Covid","Tetris",0,0,0,1,0
"S386","MIST_fake_general_6",0.59,"Pretest","Fake","General","Tetris",0,0,0,0,1
"S386","MIST_real_general_20",0.4,"Pretest","Real","General","Tetris",0,0,0,1,0
"S386","MIST_fake_covid_4",0.55,"Pretest","Fake","Covid","Tetris",0,0,0,0,1
"S386","MIST_real_general_15",0.4,"Pretest","Real","General","Tetris",0,0,0,1,0
"S386","MIST_fake_general_26",0.36,"Pretest","Fake","General","Tetris",1,1,0,0,0
"S386","MIST_real_general_18",0.6,"Pretest","Real","General","Tetris",1,0,1,0,0
