"Participant","Sample","Experiment_Duration","Date","Time","Browser","Mobile","Platform","Screen_Width","Screen_Height","Gender","Education","Age","Ethnicity","COVID_Vaccination","FakeNews_SubjectiveDiscrimination","BFI_Duration","BFI10_1","BFI10_2","BFI10_3","BFI10_4","BFI10_5","BFI10_6","BFI10_7","BFI10_8","BFI10_9","BFI10_10","VSA_Duration","VSA_1","VSA_2","VSA_3","VSA_4","VSA_5","VSA_6","ANES_Duration","Political_Ideology","Political_Affiliation","GCBS_Duration","GCBS15_13","GCBS15_10","GCBS15_15","GCBS15_8","GCBS15_2","GCBS15_1","GCBS15_12","GCBS15_14","GCBS15_3","GCBS15_9","GCBS15_7","GCBS15_4","GCBS15_11","GCBS15_5","GCBS15_6","Intervention_Questions_Confidence","Intervention","Intervention_Duration","Intervention_Questions_Score","Intervention_Questions_Duration","Intervention_Questions_Favorite","Intervention_Questions_Repeat","Intervention_Questions_Recommend","MOCRI_PRE_2_NonManipulative","MOCRI_PRE_11_NonManipulative","MOCRI_PRE_12_Manipulative","MOCRI_PRE_4_NonManipulative","MOCRI_PRE_3_Manipulative","MOCRI_PRE_9_NonManipulative","MOCRI_PRE_5_NonManipulative","MOCRI_PRE_1_Manipulative","MOCRI_PRE_8_Manipulative","MOCRI_PRE_6_Manipulative","MOCRI_PRE_10_Manipulative","MOCRI_PRE_7_NonManipulative","MOCRI_POST_1_NonManipulative","MOCRI_POST_4_NonManipulative","MOCRI_POST_3_Manipulative","MOCRI_POST_9_NonManipulative","MOCRI_POST_6_Manipulative","MOCRI_POST_11_NonManipulative","MOCRI_POST_12_NonManipulative","MOCRI_POST_8_Manipulative","MOCRI_POST_7_Manipulative","MOCRI_POST_10_Manipulative","MOCRI_POST_5_NonManipulative","MOCRI_POST_2_Manipulative"
"S273","USA",69.6602166666667,"18/10/2024","08:04:53","chrome","false","Windows 10",1920,953,"Woman","High School",51,"bmixed","No","unlikely",1.78268333333333,3,4,1,3,1,3,1,3,1,2,6.09696666666667,2,1,3,6,7,3,1.91411666666667,"Slightly Conservative","None or Independent",8.59365,2,2,3,2,1,4,1,2,2,2,1,3,3,2,3,"No impact","Tetris",11.3681666666667,"1664",1.31373333333333,"the strategy","yes","yes but everyone know this game ",1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0
"S274","USA",71.1566166666667,"18/10/2024","05:54:26","chrome","false","Windows 10",1280,583,"Woman","Other",60,"WHITE","Yes","very likely",1.33635,4,2,3,2,3,2,4,4,0,4,1.29856666666667,5,6,4,7,0,7,0.55135,"Conservative","None or Independent",1.96735,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,"Greatly improved","BadNewsGame",27.60075,"345",5.07196666666667,"IMP","NO","NO",1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"S275","USA",31.6374833333333,"18/10/2024","03:33:22","chrome","false","Windows 10",1366,667,"Man","Master",60,"Black/African American","Yes","likely",1.57116666666667,2,3,1,3,2,2,1,4,2,2,1.54385,4,7,7,1,3,4,0.201983333333333,"Extremely Liberal","Democrat",2.5133,2,3,2,2,3,0,2,2,3,2,2,2,1,2,2,"Improved","BadNewsGame",12.5572333333333,"13.702",0.554216666666667,"Emotion","no","yes",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"S276","USA",52.3987666666667,"18/10/2024","05:24:07","chrome","false","Windows 10",1536,730,"Woman","High School",22,"Black","Yes","likely",1.43893333333333,3,4,3,1,3,3,1,0,4,4,2.52846666666667,3,3,7,3,1,7,1.61766666666667,"Moderate","None or Independent",3.31076666666667,3,3,3,4,3,2,3,3,3,3,4,3,1,1,1,"Improved","BadNewsGame",16.7608666666667,"4050",1.82935,"The engaging tweets fro the users","yes","yes",0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0
"S277","USA",20.80255,"18/10/2024","06:33:02","chrome","false","Chrome OS",768,730,"Woman","Bachelor",56,"white","Yes","very likely",0.7554,1,3,4,3,4,3,1,4,3,4,0.9555,2,1,0,6,7,1,0.1355,"Liberal","Democrat",1.28148333333333,3,2,3,1,1,2,0,1,1,3,1,1,0,1,0,"Unsure/refuse to answer","Tetris",0.818483333333333,"500",1.45925,"did not enjoy it","no","no I thought it was fake",1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0
"S278","USA",48.9644833333333,"18/10/2024","19:03:20","chrome","false","Mac OS",1440,783,"Woman","High School",24,"Latina","Yes","unlikely",1.54276666666667,3,4,3,0,1,0,3,3,4,4,1.21423333333333,3,5,2,7,5,3,0.617516666666667,"Slightly Conservative","None or Independent",3.18526666666667,1,3,4,1,3,3,1,0,1,1,2,1,3,1,4,"Greatly improved","BadNewsGame",22.1291833333333,"17.766",0.733466666666667,"Funny Headlines","Yes","Yes",1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0
"S279","USA",75.63415,"18/10/2024","05:44:01","chrome","false","Windows 10",1536,730,"Woman","Bachelor",34,"White","Yes","likely",0.793316666666667,2,4,1,2,3,3,0,4,3,3,1.02266666666667,4,6,2,6,4,5,1.19693333333333,"Liberal","Democrat",1.94656666666667,1,3,4,4,3,2,4,4,1,2,3,3,3,0,2,"No impact","Tetris",13.3508,"9800",1.28576666666667,"The blocks that turned","Yes","Yes",1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0
"S280","USA",33.4791333333333,"18/10/2024","05:58:11","chrome","false","Mac OS",1221,697,"Woman","Master",61,"CAUCASIAN","Yes","likely",0.490916666666667,4,2,0,4,2,0,0,4,0,4,0.460266666666667,4,0,4,4,8,8,0.176816666666667,"Slightly Conservative","Republican",3.81425,0,1,3,1,0,2,0,0,0,0,0,0,4,1,0,"Slightly improved","BadNewsGame",15.6244,"9533",1.03173333333333,"I get options to choose from","maybe","yes",1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1
"S281","USA",67.3249,"18/10/2024","09:22:24","chrome","false","Mac OS",1357,761,"Woman","High School",32,"black","No","very likely",1.0137,4,4,3,1,3,1,2,3,4,4,0.959616666666667,2,0,8,0,0,6,0.374183333333333,"Don't Know","None or Independent",1.93965,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Slightly improved","BadNewsGame",21.7222,"13.291",0.467433333333333,"the prompts","no","no",1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
"S282","USA",46.0779833333333,"22/10/2024","10:48:09","chrome","false","Windows 10",1920,893,"Woman","Bachelor",61,"Caucasian","Yes","likely",0.8887,4,1,1,4,1,1,0,3,1,4,1.10551666666667,5,1,1,7,5,4,0.38745,"Liberal","Democrat",3.59995,0,3,3,0,0,0,0,0,0,1,0,2,1,1,0,"Slightly improved","BadNewsGame",18.6018,"4800",1.0369,"It was fast and easy to play. I appreciated all of the bot tips along the way.","yes","yes",1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0
"S283","USA",27.9888166666667,"18/10/2024","04:46:41","chrome","false","Windows 10",1280,632,"Woman","Bachelor",27,"Asian","Yes","likely",1.13045,2,4,0,1,3,3,1,4,3,4,0.788166666666667,8,7,8,1,1,7,0.265766666666667,"Conservative","Republican",1.89118333333333,3,3,4,1,3,4,4,0,1,4,3,0,3,3,3,"Greatly improved","Tetris",15.3503833333333,"13,000",0.6105,"mind bender","yes","yes",1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"S284","USA",12.7208333333333,"18/10/2024","05:53:46","chrome","false","Windows 10",1280,585,"Man","Master",59,"white/caucasion","Yes","likely",0.4369,3,4,0,3,1,4,1,3,0,4,1.00006666666667,7,6,3,6,5,6,0.210283333333333,"Extremely Liberal","Democrat",0.501533333333333,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,"Greatly improved","Tetris",6.2612,"1200",0.404683333333333,"nice colors","yes","yes",0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
"S285","USA",15.3701166666667,"18/10/2024","16:16:52","chrome","false","Windows 10",1366,633,"Woman","Master",67,"Caucasian","Yes","likely",0.452933333333333,3,4,0,3,3,3,1,4,2,3,3.3427,0,7,2,4,3,7,0.0793166666666667,"Conservative","Republican",0.664916666666667,2,3,3,4,2,3,3,4,4,3,3,2,3,3,3,"Improved","BadNewsGame",4.08821666666667,"13797",0.56755,"impersonation","yes","yes",1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0
"S286","USA",21.4802,"18/10/2024","05:48:06","chrome","false","Android OS",640,927,"Man","Master",40,"Caucasian ","Yes","Unsure/Refuse to answer",0.407416666666667,4,3,1,3,1,2,3,3,1,3,0.4385,3,6,4,3,1,7,0.305766666666667,"Liberal","None or Independent",1.09043333333333,1,3,3,3,3,3,3,1,3,1,3,3,3,3,3,"Slightly declined","Tetris",14.9468666666667,"22903",0.402216666666667,"The speed","Yes","Yes",1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1
"S287","USA",41.6635,"18/10/2024","07:56:43","chrome","false","Mac OS",1440,701,"Woman","Master",24,"Caucasian","Yes","likely",0.698866666666667,4,3,2,3,1,0,1,3,3,3,1.1244,4,3,4,5,4,3,0.2718,"Slightly Liberal","None or Independent",2.27895,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,"Improved","BadNewsGame",20.39745,"16000",1.07518333333333,"it was entertaining to read all of the different responses","yes","yes",1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0
"S288","USA",40.4984,"18/10/2024","07:21:18","firefox","false","Windows 10",1600,815,"Man","High School",22,"Caucasian","Yes","likely",0.604233333333333,4,3,2,1,1,1,2,3,3,3,1.37593333333333,6,4,2,6,2,6,0.543433333333333,"Slightly Conservative","None or Independent",2.2093,0,3,3,0,1,1,1,1,0,0,1,1,3,1,1,"Slightly improved","Tetris",19.78495,"7568",0.525233333333333,"Getting a perfect line.","Yes.","Yes.",1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
"S289","USA",40.1321833333333,"18/10/2024","07:39:57","chrome","false","Windows 10",1536,730,"Man","Doctorate",57,"Caucasian ","Yes","likely",1.33163333333333,3,3,0,3,3,3,0,4,1,3,1.89486666666667,4,6,7,1,2,4,0.8462,"Extremely Conservative","Republican",3.3025,3,1,3,3,3,4,3,1,3,4,3,3,3,3,3,"Improved","Tetris",9.76803333333333,"1785",0.84845,"The shapes of the blocks","yes","yes",1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
"S290","USA",26.3852333333333,"19/10/2024","10:31:34","chrome","false","Windows 10",3840,1039,"Man","Bachelor",49,"Asian/Caucasian","Yes","likely",0.599583333333333,4,4,3,4,3,2,0,3,1,3,0.60355,1,7,8,1,6,5,0.150566666666667,"Conservative","Republican",1.15956666666667,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,"Greatly improved","BadNewsGame",14.6167833333333,"18580",0.613366666666667,"Seeing the number of followers go up","yes","yes",1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
"S291","USA",21.3742333333333,"04/11/2024","08:11:10","edge-chromium","false","Windows 10",1292,656,"Woman","Master",77,"Mixed race","Yes","unlikely",0.971066666666667,4,4,0,3,1,2,2,4,0,3,1.00413333333333,4,1,8,5,6,8,0.1563,"Conservative","Republican",1.89625,4,4,4,1,3,4,3,2,0,4,3,3,3,3,3,"Greatly declined","Tetris",0.686866666666667,"5000",0.37035,"nothing","no","no",1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0
"S292","USA",26.1192666666667,"18/10/2024","06:34:51","chrome","false","Windows 10",1920,911,"Prefer not to answer","Bachelor",39,"white","Yes","Unsure/Refuse to answer",0.69635,4,1,3,2,1,0,4,1,3,3,1.06898333333333,7,1,0,8,6,2,0.1416,"Liberal","None or Independent",2.5918,2,4,4,3,3,3,3,4,3,3,3,3,4,2,3,"No impact","Tetris",3.35726666666667,"10941",5.85508333333333,"nostalgia","yes","yes",0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0
"S293","USA",34.1161666666667,"22/10/2024","08:22:08","chrome","false","Windows 10",1707,898,"Woman","Bachelor",37,"White/Spanish","No","unlikely",0.4547,1,0,2,1,0,3,3,4,3,4,1.7959,2,4,5,4,4,8,0.0984,"Slightly Conservative","Republican",1.03208333333333,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,"No impact","BadNewsGame",10.1504166666667,"16.414",0.44065,"Interaction with the bot","Probably not","No",1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
"S294","USA",35.30455,"18/10/2024","08:19:31","chrome","false","Windows 10",1920,919,"Man","High School",46,"Spanish/White","No","unlikely",0.672966666666667,4,3,1,3,1,0,1,3,1,4,1.06028333333333,6,0,2,7,7,1,0.445183333333333,"Moderate","None or Independent",2.20646666666667,2,3,3,2,2,3,1,1,1,0,1,1,3,1,1,"No impact","Tetris",14.6979166666667,"15564",1.02038333333333,"Trying to make it to the next level","yes","yes",1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
"S295","USA",30.19645,"22/10/2024","11:24:20","chrome","false","Windows 10",2560,1279,"Woman","Bachelor",32,"Asian/White","Yes","unlikely",0.524883333333333,3,3,3,1,3,0,3,3,3,3,0.784116666666667,1,1,1,7,6,6,0.0775833333333333,"Slightly Conservative","Republican",1.60386666666667,3,1,1,0,1,0,3,3,0,1,3,1,3,1,3,"Slightly improved","BadNewsGame",16.81785,"12894",0.436916666666667,"Trolling","yes","mo",1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1
"S296","USA",34.9584333333333,"18/10/2024","06:15:35","chrome","false","Windows 10",1381,694,"Woman","Master",35,"caucasian","Yes","Unsure/Refuse to answer",0.6439,2,3,1,3,0,3,1,4,1,4,0.96555,6,2,0,1,7,1,0.164183333333333,"Slightly Liberal","None or Independent",3.7595,2,2,1,1,0,1,0,0,0,0,0,1,1,3,1,"No impact","Tetris",10.1514166666667,"16000",0.42665,"it got progressively faster","no","no",1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
"S297","USA",35.9292333333333,"22/10/2024","09:44:14","chrome","false","Windows 10",1504,834,"Woman","Bachelor",34,"Caucasian","No","likely",0.6112,2,1,3,3,2,3,4,4,2,4,0.774266666666667,5,2,4,6,4,5,0.290183333333333,"Moderate","Republican",1.67771666666667,3,3,4,3,2,4,3,2,2,2,2,3,2,3,3,"No impact","Tetris",20.5647166666667,"5385",0.3423,"It's like a puzzle","yes","yes",1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0
"S298","USA",69.5659666666667,"18/10/2024","06:19:52","chrome","false","Windows 10",1536,730,"Man","Bachelor",51,"Hispanic","Yes","likely",2.06766666666667,3,0,0,4,3,4,0,4,1,4,2.74243333333333,0,8,8,1,0,8,0.137616666666667,"Moderate","Democrat",13.0854166666667,2,3,3,2,3,1,3,3,3,3,3,3,3,3,3,"No impact","Tetris",6.36213333333333,"3500",0.501633333333333,"The beautiful colors.","Yes","Yes",0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0
"S299","USA",73.1086833333333,"04/11/2024","08:40:45","chrome","false","Windows 10",1280,665,"Man","Master",36,"hispanic","Yes","very likely",0.284766666666667,3,3,1,3,2,3,3,2,2,2,12.1485166666667,6,7,6,6,5,5,0.13915,"Extremely Conservative","Republican",0.440383333333333,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,"Improved","Tetris",22.9946333333333,"3000",1.35585,"colors","yes","yes",0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S300","USA",40.4408666666667,"18/10/2024","06:42:28","chrome","false","Windows 10",1920,953,"Woman","High School",39,"Caucasian","Yes","very unlikely",0.991716666666667,3,1,2,2,2,0,1,3,3,1,1.18721666666667,2,5,6,4,0,7,0.1543,"Moderate","None or Independent",1.6419,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,"Slightly improved","BadNewsGame",19.1522,"16.2",0.858866666666667,"outlandish recommended topics","possibly","possibly",0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0
"S301","USA",20.9628166666667,"18/10/2024","05:48:05","chrome","false","Chrome OS",1920,911,"Man","High School",71,"Caucasian","Yes","likely",0.360666666666667,4,3,0,3,3,1,1,4,1,3,0.324216666666667,4,5,4,6,6,4,0.0714666666666667,"Conservative","Republican",0.720316666666667,3,3,4,3,3,2,3,3,3,2,3,3,3,4,3,"No impact","BadNewsGame",9.99116666666667,"16250",0.71815,"good choices","no","yes",1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
"S302","USA",46.0227,"18/10/2024","06:07:16","edge-chromium","false","Windows 10",1592,774,"Woman","High School",58,"Caucasian","Yes","unlikely",0.870966666666667,3,4,1,1,3,2,0,4,3,3,0.824983333333333,2,5,1,7,5,2,0.324933333333333,"Slightly Liberal","Democrat",2.64085,1,1,3,2,3,1,1,1,2,2,1,1,1,1,1,"Greatly improved","BadNewsGame",22.8009666666667,"11000",0.439816666666667,"The entire game!","YES","Definitely",0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"S303","USA",22.2142333333333,"18/10/2024","06:42:21","chrome","false","Windows 10",1536,695,"Woman","Bachelor",51,"white","Yes","likely",0.567083333333333,4,3,1,1,1,1,0,4,4,3,0.556383333333333,0,3,7,7,4,5,0.102783333333333,"Slightly Conservative","Republican",0.9241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No impact","BadNewsGame",11.4032,"4500",0.502683333333333,"That it coached me alomg","no","no",1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1
"S304","USA",37.5747166666667,"18/10/2024","07:27:46","edge-chromium","false","Windows 10",1592,774,"Woman","Other",48,"Caucasian","No","Unsure/Refuse to answer",0.496933333333333,2,2,1,3,2,3,2,4,2,2,0.50925,1,5,4,5,3,5,0.0975833333333333,"Slightly Liberal","None or Independent",1.45233333333333,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,"Slightly improved","BadNewsGame",21.2999,"5000",1.23811666666667,"making choices","no","no",1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"S305","USA",39.9344333333333,"04/11/2024","08:39:41","chrome","false","Windows 10",1536,826,"Man","Master",47,"WHITE","Yes","very unlikely",2.73876666666667,2,2,0,4,2,3,2,4,2,3,1.02475,4,6,6,6,5,5,0.3742,"Conservative","Democrat",7.18415,1,1,0,0,2,1,0,0,1,0,0,0,0,1,2,"Slightly improved","BadNewsGame",14.1945333333333,"10.8",0.886066666666667,"Impersonating someone else and disguising yourself","YES","YES",0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0
"S306","USA",61.8907333333333,"18/10/2024","07:44:18","chrome","false","Windows 10",1638,824,"Man","Other",60,"caucasian ","Yes","unlikely",1.15438333333333,2,4,1,3,0,4,1,4,2,2,1.33383333333333,5,4,1,8,5,6,0.11645,"Moderate","Democrat",3.20635,3,2,3,2,1,2,0,2,0,0,0,1,2,1,1,"Greatly improved","BadNewsGame",27.8078166666667,"15.444",1.249,"gaining followers with misinformation ","maybe","no",0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1
"S307","USA",32.8506333333333,"18/10/2024","06:06:04","chrome","false","Chrome OS",1536,695,"Woman","High School",34,"caucasian","Yes","unlikely",0.502016666666667,1,3,1,1,0,3,3,3,4,3,1.59833333333333,3,5,4,5,4,3,0.0961666666666667,"Extremely Conservative","Republican",1.25931666666667,2,3,3,1,3,2,2,2,1,2,2,2,2,2,2,"No impact","BadNewsGame",14.0284666666667,"14,674",0.922083333333333,"I thought it was fun to answer the bot with cheeky prompts","Probably not","maybe",1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0
"S308","USA",41.4627833333333,"18/10/2024","07:28:29","firefox","false","Windows 10",1920,947,"Man","High School",63,"Caucasion","Yes","very likely",0.936383333333333,3,4,0,3,0,3,1,3,1,4,1.12311666666667,6,0,0,8,8,0,0.286883333333333,"Liberal","Democrat",2.59186666666667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Greatly improved","BadNewsGame",19.8111833333333,"18000",0.634266666666667,"Learning","Yes","Yes",1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0
"S309","USA",32.3595666666667,"18/10/2024","06:36:14","firefox","false","Mac OS",1512,784,"Man","Doctorate",35,"south asian","Yes","likely",0.401883333333333,1,2,2,3,1,2,1,3,2,3,0.260083333333333,4,3,3,3,3,3,0.184466666666667,"Moderate","Democrat",1.31593333333333,3,2,1,3,1,1,0,1,1,2,1,1,3,3,1,"Greatly improved","BadNewsGame",19.9854833333333,"11, 500",1.0866,"funny, interesting, quirky","yes","yes",1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1
"S310","USA",33.3580833333333,"18/10/2024","10:29:09","chrome","false","Windows 10",1756,829,"Woman","Other",47,"Caucasian","No","unlikely",0.76225,3,3,0,3,3,3,3,4,4,3,1.22653333333333,0,1,4,7,8,8,0.213333333333333,"Conservative","Republican",3.17446666666667,3,3,3,4,3,4,3,3,3,2,4,3,4,3,4,"No impact","Tetris",14.9841833333333,"7164",0.563983333333333,"Trying to fit all the pieces together evenly.","Yes","Yes",0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"S311","USA",37.8096666666667,"18/10/2024","12:56:45","edge-chromium","false","Windows 10",1912,954,"Man","High School",60,"Middle Eastern","No","likely",0.7533,3,2,0,3,2,2,2,4,2,3,0.936266666666667,0,7,8,0,4,8,0.2679,"Extremely Conservative","Republican",1.76051666666667,2,3,3,0,3,2,3,3,0,3,3,3,2,2,2,"Improved","BadNewsGame",23.5124,"10.375",0.80065,"The help I got to create fake and controversial news","yes","yes",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0
"S312","USA",27.63345,"18/10/2024","06:42:28","chrome","false","Windows 10",1920,959,"Man","Bachelor",30,"Asian","Yes","likely",0.769466666666667,2,4,3,3,0,1,3,1,4,1,0.80795,5,6,0,8,1,8,0.161766666666667,"Moderate","None or Independent",2.17828333333333,1,1,4,1,3,4,1,1,1,1,1,1,4,1,4,"No impact","Tetris",5.2702,"82,189",0.3686,"challenge","yes","yes",1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0
"S313","USA",267.486833333333,"18/10/2024","11:21:15","chrome","false","Windows 10",1366,633,"Woman","Master",67,"Caucasian","Yes","likely",0.595233333333333,3,4,0,3,2,3,1,4,2,3,223.652583333333,0,7,2,5,1,7,0.974616666666667,"Conservative","Republican",4.76258333333333,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,"Improved","BadNewsGame",19.0593666666667,"13.797",0.865833333333333,"impersonation","yes","yes",0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0
"S314","USA",42.3781666666667,"18/10/2024","07:55:57","chrome","false","Windows 10",1565,757,"Man","High School",36,"caucasian","No","likely",0.864083333333333,4,0,1,3,0,3,3,4,0,4,0.92765,3,6,0,8,3,5,0.198066666666667,"Moderate","None or Independent",1.7302,1,1,1,1,1,1,1,1,2,0,1,1,1,1,0,"Slightly improved","BadNewsGame",17.1839,"6746",0.640416666666667,"the reactions of the tweeters","no","no",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"S315","USA",26.4623666666667,"18/10/2024","07:21:13","chrome","false","Windows 10",1920,945,"Woman","Other",58,"Caucasian","No","Unsure/Refuse to answer",0.652483333333333,3,1,1,1,3,1,3,3,3,3,0.602883333333333,2,2,8,1,2,6,0.504933333333333,"Extremely Conservative","None or Independent",1.54645,2,2,2,3,2,2,3,3,2,2,3,3,2,3,2,"No impact","Tetris",10.2756333333333,"1200",0.4191,"It's a busy game. Keeps the  mind and thoughts flowing. ","Yes","Yes",1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"S316","USA",37.1259666666667,"18/10/2024","07:07:46","chrome","false","Windows 10",1280,603,"Man","Bachelor",44,"Black","Yes","likely",3.6198,3,2,1,3,2,3,1,3,2,3,2.1246,4,6,5,4,5,6,6.09846666666667,"Extremely Conservative","Republican",7.63916666666667,2,3,4,4,2,2,2,1,3,3,1,1,3,2,2,"Slightly improved","Tetris",6.36203333333333,"5000",0.725466666666667,"the movement of the puzzle","yes","yes",0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
"S317","USA",36.9125666666667,"18/10/2024","07:26:12","chrome","false","Mac OS",1508,700,"Woman","Bachelor",62,"Caucasian","Yes","unlikely",0.566333333333333,3,3,1,3,1,0,1,3,1,3,0.885383333333333,3,3,3,7,7,7,0.235933333333333,"Slightly Conservative","None or Independent",2.43198333333333,1,3,3,3,1,3,1,3,1,3,1,1,1,3,3,"No impact","BadNewsGame",19.9985,"12.558",1.22513333333333,"Humorous assistant and answers","yes","yes",0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
"S318","USA",43.4749666666667,"18/10/2024","07:19:30","chrome","false","Windows 10",1366,607,"Woman","Master",55,"BLACK AFRICAN AMERICAN","Yes","likely",1.40201666666667,3,4,0,4,3,4,0,4,0,4,2.96105,6,8,8,0,0,8,0.252133333333333,"Liberal","Republican",5.43635,1,3,3,3,3,0,2,4,3,1,4,3,3,3,3,"No impact","BadNewsGame",0.5792,"20",0.659333333333333,"CHEERING","NO","MAYBE",1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1
"S319","USA",30.4810166666667,"18/10/2024","06:41:14","chrome","false","Windows 10",1366,633,"Woman","Bachelor",37,"Black","Yes","unlikely",0.578733333333333,3,3,0,1,4,3,0,4,0,0,0.950266666666667,2,3,2,7,3,2,0.174133333333333,"Slightly Conservative","None or Independent",1.84251666666667,0,3,3,0,0,1,1,1,0,0,0,1,1,3,1,"No impact","Tetris",16.7236333333333,"41054",0.797933333333333,"the timed suspense of if I would make the right move","yes","yes",1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0
"S320","USA",14.0258,"22/10/2024","10:13:37","chrome","false","Windows 10",1920,911,"Woman","Bachelor",56,"Caucasian","Yes","unlikely",0.505333333333333,1,3,1,3,3,3,2,4,1,3,0.580033333333333,4,3,0,6,3,5,0.13415,"Slightly Conservative","Republican",1.38328333333333,0,3,1,3,1,1,1,3,0,2,1,0,0,1,1,"No impact","Tetris",0.585416666666667,"250",0.2447,"memories","no","no",1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0
